Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
35,=,Chappell Roan - Pink Pony Club,253,18,,2366806,"-56,968",15984562,"-32,173",495601434
36,+2,Alleh - capaz (merengueton) (w/ Yorghaki),126,34,,2289798,"-28,072",15156711,"+114,395",273522991
37,-1,The Goo Goo Dolls - Iris,590,29,,2289040,"-125,143",16119220,"+151,292",962162515
38,+4,ATLXS - PASSO BEM SOLTO - Slowed,31,38,,2253581,"-24,646",15028448,"+142,935",57645139
39,+9,KAROL G - Si Antes Te Hubiera Conocido,310,4,,2231990,"+70,616",14735328,"+16,972",1146699811
40,+5,Sabrina Carpenter - Taste,247,2,(x3),2199162,"-11,628",14780416,"+65,656",982769144
41,+3,Arctic Monkeys - I Wanna Be Yours,1025,11,,2135918,"-115,641",15321254,"+73,224",2460696028
42,+4,Lord Huron - The Night We Met,999,15,,2101657,"-108,576",15184056,"+134,766",1766866239
43,-4,Cup of Joe - Multo,22,24,,2086466,"-203,333",16435992,"-195,535",50749875
44,+5,d4vd - Feel It,88,44,,2076587,"-58,160",13405658,"+276,922",146620309
45,-2,The Marías - No One Noticed,169,32,,2064490,"-204,936",15390604,"-37,659",300242131
46,+8,Teddy Swims - Bad Dreams,175,41,,2036541,"+4,868",13321367,"+74,779",312033327
47,=,The Neighbourhood - Sweater Weather,1791,14,,2036466,"-139,980",14561170,"-26,995",3108005322
48,-7,sombr - undressed,31,38,,2010402,"-269,850",14537881,"+256,570",53490162
49,+7,Bad Bunny - NUEVAYoL,112,5,,2008843,"-5,008",12964031,"+68,812",421129248
50,=,Ravyn Lenae - Love Me Not,39,47,,1985565,"-120,456",13389445,"+331,690",62248792
51,=,The Police - Every Breath You Take,1290,34,,1968210,"-94,728",13880787,"+21,317",1563168147
52,+9,FloyyMenor - Gata Only (w/ Cris Mj),440,2,(x1),1966364,"-8,000",13297616,"+10,555",1535260487
53,+2,Fuerza Regida - ME JALO (w/ Grupo Frontera),121,38,,1962715,"-60,659",13409907,"+77,229",235674491
54,-2,yung kai - blue,147,22,,1957412,"-83,229",14119771,"-27,194",346393884
55,+19,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),22,55,,1937054,"+113,258",11650053,"+460,528",31871104
56,+6,Charli xcx - party 4 u,6,56,,1927255,"-41,066",10294883,"+1,927,255",10294883
57,+6,Hozier - Too Sweet,401,2,(x10),1910881,"-56,095",12999090,"+102,173",1431023154
58,+1,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",112,8,,1900349,"-75,759",12878652,"+75,964",329905562
59,+13,Tito Double P - TATTOO,58,21,,1898570,"+18,728",12847123,"+71,625",128275438
60,-7,Kendrick Lamar - tv off (w/ Lefty Gunplay),155,5,,1886321,"-147,193",13440713,"-41,865",504680819
61,-1,Fuerza Regida - Por Esos Ojos,74,34,,1877218,"-97,179",12924404,"+123,978",145056168
62,+3,Neton Vega - Loco,121,14,,1873850,"-85,183",12992591,"-23,927",316051634
63,+13,Shaboozey - A Bar Song (Tipsy),377,5,,1863954,"+44,970",11928294,"+95,314",1212944494
64,-6,Benson Boone - Sorry I'm Here For Someone Else,45,58,,1861790,"-116,025",12027910,"+201,204",68102565
65,+4,Bad Bunny - VOY A LLeVARTE PA PR,112,7,,1854399,"-56,195",12687805,"-33,457",366523610
66,+2,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),163,13,,1854217,"-94,194",12491117,"+84,268",420495645
67,+6,Sabrina Carpenter - Please Please Please,324,1,(x19),1837675,-750,12671110,"-11,858",1378521315
68,-4,Tate McRae - Revolving door,65,18,,1837597,"-124,137",12583658,"+167,241",142640665
69,+6,Esau Ortiz - Triple Lavada,19,69,,1827585,"+8,070",12075342,"+247,060",29943145
70,-3,Beéle - Mi Refe (w/ Ovy On The Drums),115,52,,1818380,"-132,020",12476866,"+143,189",217308775
71,-1,Coldplay - Yellow,1580,15,,1811879,"-84,211",13187988,+843,2239742238
72,-15,"Tyler, The Creator - See You Again (w/ Kali Uchis)",784,13,,1797746,"-184,465",13073790,"-63,156",1546628820
73,+5,Coldplay - Viva La Vida,1002,27,,1791760,"+5,157",12226201,"+28,931",1562116396
74,+18,Bruno Mars - Locked out of Heaven,1276,21,,1762768,"+131,781",11221889,"+221,457",1570485829
75,+5,Ed Sheeran - Azizam,19,27,,1757322,"+33,928",7541413,"+1,757,322",37728657
76,-5,Neton Vega - M&M,65,53,,1752367,"-135,109",12460523,"+83,481",112347906
77,+2,Ariana Grande - we can't be friends (wait for your love),415,1,(x13),1740565,"-26,335",12427122,"+20,996",1353318676
78,-12,Lil Tecca - Dark Thoughts,44,18,,1730588,"-223,104",12470237,"-44,511",102753260
79,+5,Bruno Mars - Just the Way You Are,890,27,,1701153,"-7,936",11698537,"+9,356",1236299700
80,+3,Clave Especial - COMO CAPO (w/ Fuerza Regida),26,77,,1662588,"-47,212",11252152,"+195,079",39946964
81,+13,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),351,1,(x1),1651700,"+27,754",11266534,"-52,451",1040848972
82,-5,Arctic Monkeys - 505,1210,40,,1633864,"-172,710",11937970,"-5,139",1702412258
83,+6,Jung Kook - Seven (w/ Latto),652,1,(x71),1629726,"-12,212",11446179,"+95,178",2088902695
84,-3,Lady Gaga - Poker Face,93,64,,1627122,"-85,941",11519650,"-48,159",126490396
85,-3,Chrystal - The Days - NOTION Remix (w/ NOTION),111,49,,1622148,"-89,539",10807901,"+96,913",186228120
86,+16,Maanu - Jhol (w/ Annural Khalid),29,77,,1611851,"+61,703",10968508,"+30,088",42913460
87,+10,Gabito Ballesteros - 7 Dias (w/ Tito Double P),86,15,,1608600,"+5,135",10718756,"+78,404",184824401
88,+15,Oscar Maydon - Amigos? No. (w/ Neton Vega),46,88,,1606352,"+56,805",10223598,"+318,853",64623082
89,-2,Djo - End of Beginning,435,1,(x3),1582438,"-72,111",11205870,"+157,460",1384773966
90,-4,Sabrina Carpenter - Busy Woman,72,11,,1558986,"-106,628",11203152,"-35,172",148205617
91,+14,Don Omar - Danza Kuduro (w/ Lucenzo),487,79,,1542876,"+4,556",9886513,"+98,220",657460828
92,-4,The Weeknd - Starboy (w/ Daft Punk),1766,1,(x40),1537760,"-108,042",11020482,"+34,571",3054031496
93,+14,Fourtwnty - Mangu (w/ Charita Utami),7,93,,1537588,"+17,349",9554884,"+1,537,588",9554884
94,+2,Ed Sheeran - Shape of You,2492,1,(x98),1533551,"-80,097",10219896,"+80,681",3734800531
95,-4,Clave Especial - TU TU TU (w/ Edgardo Nuñez),15,91,,1504219,"-133,338",9829401,"+316,068",20161884
96,-3,Radiohead - Creep,513,84,,1501409,"-128,601",10708405,"-37,964",687027481
97,-57,Benson Boone - Mystical Magical,2,40,,1487427,"-801,432",3776286,"+1,487,427",3776286
98,+13,Bruno Mars - When I Was Your Man,1206,28,,1469969,"-27,226",9709126,"+90,754",1294760839
99,-4,Tom Odell - Another Love,1471,11,,1469290,"-154,209",10085045,"+107,847",2551083742
100,-1,Tate McRae - greedy,545,1,(x34),1468133,"-112,709",10544982,"+4,811",1677214143
101,-64,Sleep Token - Damocles,2,37,,1459049,"-909,604",3827702,"+1,459,049",3827702
102,+24,Raim Laode - Lesung Pipi,14,72,,1452557,"+18,289",10679770,"-103,957",20847980
103,+5,Imogen Heap - Headlock,114,63,,1443064,"-75,838",10356008,"+51,456",181004934
104,+9,OneRepublic - Counting Stars,2174,31,,1442431,"-47,945",10110556,"-15,673",1920566692
105,+1,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),259,3,(x1),1441731,"-80,633",9956019,"+65,669",565023351
106,-8,Ariana Grande - twilight zone,30,3,(x1),1440287,"-161,119",11343274,"-221,224",76563597
107,+22,Journey - Don't Stop Believin' (2022 Remaster),339,61,,1433902,"+17,240",9096908,"+87,078",506370870
108,+28,Xavi - En Privado (w/ Manuel Turizo),38,77,,1423568,"+34,970",9066412,"+99,173",54095427
109,+8,Cigarettes After Sex - Apocalypse,990,52,,1419602,"-52,178",10460759,"-41,919",1367414242
110,+2,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",256,58,,1417609,"-74,957",9492400,"+33,839",360278152
111,-1,Vance Joy - Riptide,2259,16,,1417331,"-90,234",10066245,"+1,274",2172850142
112,+3,Ed Sheeran - Perfect,2747,3,(x1),1417329,"-61,062",9718144,"+24,966",3078567123
113,+39,Fleetwood Mac - Dreams - 2004 Remaster,677,17,,1406416,"+49,739",9753702,"-25,035",749236023
114,+4,The Weeknd - Blinding Lights,1972,1,(x82),1403719,"-67,628",9766807,"-3,705",4721987180
115,-25,Morgan Wallen - I Ain't Comin' Back (w/ Post Malone),9,18,,1398764,"-239,746",10901857,"-430,062",15607550
116,+17,Kushagra - Finding Her (w/ Bharath),19,89,,1396033,"-6,056",9956106,"-35,389",26888322
117,-3,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",996,57,,1391344,"-92,772",9575357,"-15,711",1251584293
118,+27,SZA - Snooze,800,25,,1387771,"+12,708",9608309,"+173,772",1427250920
119,+11,Tito Double P - DOS DÍAS (w/ Peso Pluma),239,24,,1387760,"-23,512",9441269,"+64,865",464893146
120,-11,The Chainsmokers - Something Just Like This (w/ Coldplay),1784,2,(x14),1385827,"-126,140",9865350,"-39,428",2151967128
121,+27,Taylor Swift - Cruel Summer,810,2,(x18),1376589,"+7,045",9328778,-663,2417810399
122,-1,Arctic Monkeys - No. 1 Party Anthem,167,70,,1376481,"-80,742",10018370,"-2,126",262809501
123,-3,Billie Eilish - CHIHIRO,343,3,(x1),1374696,"-88,923",9766044,"+91,227",778925185
124,+10,One Direction - Night Changes,1109,6,,1369379,"-32,383",9760168,"+60,723",1374558964
125,+3,Fuerza Regida - COQUETA (w/ Grupo Frontera),8,125,,1365182,"-52,531",8928351,"+209,419",10084114
126,-3,Bad Bunny - KLOuFRENS,112,18,,1363339,"-83,567",9387536,"+117,585",224919963
127,-2,Keane - Somewhere Only We Know,866,63,,1363082,"-74,248",9466763,"+131,379",1129397725
128,-12,Rauw Alejandro - Khé? (w/ Romeo Santos),163,21,,1362736,"-112,466",9496019,"+45,614",357029449
129,+3,Danny Ocean - Imagínate (w/ Kapo),121,37,,1353373,"-49,683",8952931,"+135,602",196886417
130,-30,"Gracie Abrams - I Love You, I'm Sorry",271,15,,1351009,"-225,262",10781635,"-70,577",588350810
131,+33,Jin - Running Wild,163,6,,1344835,"+33,138",9482422,"-254,742",339712462
132,-5,Natasha Bedingfield - Unwritten,371,14,,1341710,"-80,911",9285314,"-3,641",687871477
133,-32,Linkin Park - Numb,408,12,,1341077,"-229,752",9774438,"+23,210",609869885
134,-15,Empire Of The Sun - We Are The People,50,89,,1338134,"-127,187",9784535,"-41,871",68527544
135,+2,Feid - LUNA (w/ ATL Jacob),509,7,,1335609,"-52,984",9187137,"+59,800",1239189111
136,NEW,Lorde - Ribs,1,136,,1329355,,1329355,"+1,329,355",1329355
137,+12,Leon Thomas - MUTT,22,106,,1329287,"-37,762",9397252,"+27,245",28808757
138,+47,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),63,88,,1328450,"+72,706",7259444,"+74,705",88115191
139,+35,Oscar Maydon - Tu Boda (w/ Fuerza Regida),207,4,,1319724,"+37,546",9023797,"+93,696",559749852
140,-2,"Tyler, The Creator - Like Him (w/ Lola Young)",181,20,,1316414,"-70,105",9469793,"-60,357",398408472
141,-37,Coldplay - The Scientist,652,79,,1316174,"-225,310",9904919,"-49,880",451177017
142,+41,Neton Vega - Chiquita (w/ Tito Double P),19,139,,1313038,"+52,923",8591069,"+147,810",23019737
143,+32,Rihanna - Breakin' Dishes,121,85,,1310771,"+28,849",8657821,"+96,696",179698084
144,RE,Diego & Victor Hugo - Tubarões - Ao Vivo,16,116,,1308975,,2494324,"+63,550",20295148
145,-23,Linkin Park - In the End,687,8,,1306934,"-148,850",9073665,"+101,707",900856081
146,+1,Teddy Swims - The Door,225,88,,1306224,"-63,436",8913402,"+14,296",312419725
147,-5,Lady Gaga - Judas,13,110,,1306115,"-73,926",9335950,"+33,704",17372877
148,+20,Harry Styles - As It Was,1113,1,(x81),1304258,+996,8884684,"+120,280",3782719344
149,+5,Lady Gaga - Just Dance (w/ Colby O'Donis),15,128,,1303437,"-49,472",9002026,"+65,332",18998509
150,-19,Nirvana - Smells Like Teen Spirit - Remastered,402,98,,1301782,"-103,742",8972359,"+22,285",383170355
151,-1,j-hope - MONA LISA,37,12,,1287926,"-70,732",9677893,"-105,545",73332093
152,-12,The Weeknd - Die For You,1211,9,,1284765,"-98,085",9236345,"-60,831",2150952830
153,+37,d4vd - Here With Me,504,13,,1283250,"+34,376",7499707,"+1,283,250",906989644
154,+1,Don Toliver - No Pole,165,58,,1281515,"-63,830",9199804,"+9,810",268000046
155,+11,Benson Boone - Slow It Down,344,26,,1276449,"-29,504",7520686,"+116,759",673552087
156,-17,Katy Perry - Last Friday Night (T.G.I.F.),18,139,,1276291,"-109,743",8717138,"+26,799",22314980
157,+2,J Balvin - LA CANCIÓN (w/ Bad Bunny),803,16,,1274377,"-53,593",3821957,"+1,274,377",987482076
158,-14,The Killers - Mr. Brightside,1355,59,,1273874,"-101,655",8935084,"-22,091",1133208988
159,-24,Hozier - Take Me To Church,2008,1,(x30),1270031,"-130,606",9298826,"-29,162",1886004382
160,+35,Afusic - Pal Pal (w/ AliSoomroMusic),11,128,,1256108,"+18,165",8820381,"+3,069",13737570
161,+8,Tyla - PUSH 2 START,97,52,,1251480,"-51,219",7462915,"+47,518",153915118
162,+14,V - Winter Ahead (w/ Park Hyo Shin),149,15,,1250185,"-29,866",8738029,"+6,755",268028059
163,-20,Bruno Mars - That's What I Like,994,5,,1249732,"-126,724",9093454,"-21,832",1381187349
164,-1,Chase Atlantic - Swim,203,46,,1246098,"-65,618",8719634,"+3,620",296364378
165,+6,Shakira - Hips Don't Lie (w/ Wyclef Jean),194,63,,1244090,"-52,896",3595607,"+27,327",261169456
166,-10,Tito Double P - ROSONES,141,16,,1241825,"-99,425",7477629,"+71,209",302948948
167,-10,Lana Del Rey - Summertime Sadness,853,74,,1239876,"-99,754",8923695,"-15,328",1113526064
168,-22,Kendrick Lamar - Money Trees (w/ Jay Rock),473,31,,1236962,"-135,332",8889966,"-3,076",604606977
169,-7,Coldplay - A Sky Full of Stars,941,10,,1229811,"-83,381",8613194,"-19,899",648389135
170,-29,Ed Sheeran - Photograph,2031,13,,1229159,"-153,594",9027949,"-24,154",1470417656
171,-10,The Walters - I Love You So,1069,18,,1227789,"-86,446",8735568,"+97,207",1524438162
172,RE,Dj Guuga - Vidrado Em Você (w/ Mc Livinho),5,146,,1219778,,2375150,"-29,717",5975309
173,-15,Morgan Wallen - Just In Case,37,83,,1216489,"-121,655",8449200,"-73,246",51353542
174,-23,Selena Gomez - Ojos Tristes (w/ benny blanco),36,54,,1214042,"-143,189",9522192,"-130,544",59819474
175,-10,JENNIE - ExtraL (w/ Doechii),65,18,,1213726,"-94,708",9009041,"-44,831",126989081
176,+8,Tito Double P - NADIE,156,32,,1211884,"-47,025",8422811,"+4,383",299088730
177,RE,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",180,17,,1211199,,2258499,"+2,382",372404876
178,+14,Lady Gaga - Bad Romance,15,118,,1208938,"-35,350",8440686,"-72,940",17976708
179,+2,Guns N' Roses - Sweet Child O' Mine,160,94,,1205951,"-58,689",4791710,"+1,205,951",153622042
180,+18,"HUGEL - I Adore You (w/ Topic, Arash, Daecolm)",14,164,,1205704,"-23,452",2434860,"+66,539",17876742
181,RE,Myles Smith - Stargazing,288,14,,1202403,,2368143,"+1,202,403",665136858
182,-15,Eminem - Without Me,1388,29,,1196363,"-107,430",6051606,"+32,771",1726543303
183,-11,The Chainsmokers - Closer (w/ Halsey),1548,1,(x82),1196302,"-96,804",8471573,"+1,196,302",1942455201
184,RE,Tears For Fears - Everybody Wants To Rule The World,777,80,,1193330,,4611799,"+36,759",968887188
185,-6,Doechii - DENIAL IS A RIVER,114,16,,1185535,"-88,123",8675456,"-93,651",254893324
186,-9,DJ Snake - Let Me Love You (w/ Justin Bieber),520,2,(x7),1184052,"-93,724",7238282,"+35,471",903865442
187,+7,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",38,81,,1183848,"-56,237",8825507,"-147,633",52707244
188,-64,Addison Rae - Headphones On,8,95,,1183518,"-262,782",7951818,"-13,882",10400434
189,-11,Imagine Dragons - Believer,2839,15,,1181836,"-91,871",3715025,"+1,181,836",3172267482
190,RE,Dasha - Austin,302,17,,1178394,,1178394,"+1,178,394",691923182
191,-31,Evanescence - Bring Me To Life,24,123,,1167505,"-146,732",7413055,"+1,167,505",30199119
192,+5,Lana Del Rey - Young And Beautiful,90,120,,1164551,"-65,971",7006265,"+1,164,551",107953782
193,=,Frank Ocean - Pink + White,711,52,,1155450,"-86,231",8342825,"+4,335",1024540985
194,RE,James Arthur - Say You Won't Let Go,2439,6,,1153521,,2374440,"+1,153,521",2539170525
195,-6,Gorillaz - Feel Good Inc,148,94,,1151176,"-98,158",8344590,"-35,788",205465619
196,-5,AC/DC - Thunderstruck,34,137,,1148956,"-97,536",2395448,"-8,128",39829529
197,-15,Billie Eilish - lovely (w/ Khalid),2535,19,,1147228,"-117,066",8468500,"+11,823",3162552776
198,RE,Avicii - Wake Me Up,1119,4,,1146167,,2286364,"+1,146,167",806636876
199,RE,Maroon 5 - Payphone (w/ Wiz Khalifa),425,63,,1146006,,7024406,"+1,146,006",396295337
200,-4,Sabrina Carpenter - Bed Chem,245,9,,1145614,"-88,472",8219627,"-31,712",546693684
