Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
40,=,Lord Huron - The Night We Met,994,15,,2111060,"+147,897",14601653,"-34,989",1755756406
41,+1,Alleh - capaz (merengueton) (w/ Yorghaki),121,34,,2085451,"+139,276",14980718,"+24,896",262397906
42,+1,KAROL G - Si Antes Te Hubiera Conocido,305,4,,2051720,"+113,529",14610690,"-189,881",1135954394
43,+1,ATLXS - PASSO BEM SOLTO - Slowed,26,40,,2041969,"+108,125",14627563,"-85,591",46592504
44,+1,The Neighbourhood - Sweater Weather,1786,14,,2008553,"+98,019",14561605,"-102,412",3097363239
45,+5,Coldplay - Yellow,1575,15,,1981966,"+208,974",13522034,"-67,598",2230309208
46,+16,sombr - undressed,26,46,,1953332,"+285,816",13069565,"+146,670",42573129
47,-11,yung kai - blue,142,22,,1948398,"-123,503",14249077,"-280,748",336294412
48,+4,Fuerza Regida - ME JALO (w/ Grupo Frontera),116,38,,1915664,"+150,169",13537988,"-150,336",225945743
49,-3,The Police - Every Breath You Take,1285,34,,1906065,"+30,175",13407567,"-82,822",1553069315
50,+5,Kendrick Lamar - tv off (w/ Lefty Gunplay),150,5,,1896700,"+186,992",13855729,"-136,773",494846514
51,-3,FloyyMenor - Gata Only (w/ Cris Mj),435,2,(x1),1889968,"+87,476",13286737,"-58,356",1525655331
52,+5,"Tyler, The Creator - See You Again (w/ Kali Uchis)",779,13,,1860252,"+157,375",12900591,"-31,286",1537118159
53,+1,Teddy Swims - Bad Dreams,170,41,,1852952,"+139,885",13405180,"-101,967",302277979
54,+4,Hozier - Too Sweet,396,2,(x10),1832981,"+135,082",12965799,"-126,313",1421554944
55,+10,Sabrina Carpenter - Please Please Please,319,1,(x19),1826634,"+170,595",12973861,"-221,046",1369332878
56,+8,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",107,8,,1823959,"+167,156",12843232,"-175,042",320507672
57,-6,Tito Double P - TATTOO,53,21,,1817738,"+45,444",13070524,"-94,973",119018347
58,+5,Fuerza Regida - Por Esos Ojos,69,34,,1808530,"+148,707",13022038,"-155,640",135600117
59,+8,Ravyn Lenae - Love Me Not,34,59,,1803461,"+211,211",12089762,"+105,044",52255058
60,=,d4vd - Feel It,83,57,,1799381,"+124,886",12905297,"-102,202",136688527
61,-8,Neton Vega - M&M,60,53,,1778302,"+44,761",12540287,"-92,555",103399226
62,-13,Neton Vega - Loco,116,14,,1775870,+245,13366448,"-337,506",306610538
63,+3,Coldplay - Viva La Vida,997,27,,1766257,"+119,741",12462143,"-36,696",1553302968
64,-5,Bad Bunny - VOY A LLeVARTE PA PR,107,7,,1764601,"+81,292",13261961,"-268,632",357283715
65,-9,Bad Bunny - NUEVAYoL,107,5,,1761686,"+56,240",13587332,"-338,394",411632349
66,-5,Ariana Grande - we can't be friends (wait for your love),410,1,(x13),1760076,"+87,955",12454422,"-107,598",1344323751
67,+1,Lil Tecca - Dark Thoughts,39,18,,1758998,"+186,098",12860068,"-268,433",93614921
68,+11,Tate McRae - Revolving door,60,18,,1739029,"+221,888",11624640,"+129,308",133313177
69,+4,Beéle - Mi Refe (w/ Ovy On The Drums),110,52,,1734813,"+195,816",12024823,"-16,939",208105719
70,-1,Arctic Monkeys - 505,1205,40,,1723064,"+158,856",11685912,"+34,496",1693761560
71,+3,Ariana Grande - twilight zone,25,3,(x1),1705759,"+167,447",12763850,"-395,104",68464394
72,-34,Ed Sheeran - Azizam (w/ Googoosh),4,38,,1695094,"-323,524",7917093,"+1,695,094",7917093
73,+3,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),158,13,,1674221,"+138,952",12165059,"-16,992",411214018
74,-4,Lady Gaga - Poker Face,88,64,,1650467,"+93,030",12088315,"-35,398",118178650
75,+3,Bruno Mars - Just the Way You Are,885,27,,1649043,"+117,802",11650129,"-155,297",1227781447
76,+4,Esau Ortiz - Triple Lavada,14,76,,1641502,"+125,559",10937544,"+91,947",21025248
77,+8,Clave Especial - COMO CAPO (w/ Fuerza Regida),21,77,,1634800,"+190,494",10863145,"+52,399",31773918
78,+12,Bruno Mars - Locked out of Heaven,1271,21,,1619094,"+193,664",11124089,"-63,349",1562308464
79,+9,Sabrina Carpenter - Busy Woman,67,11,,1593928,"+164,101",11776621,"-304,885",140026220
80,-9,Jung Kook - Seven (w/ Latto),647,1,(x71),1591233,"+33,855",11166688,"-72,274",2080605127
81,+6,The Weeknd - Starboy (w/ Daft Punk),1761,1,(x40),1582222,"+151,520",10773671,"+91,574",3046023938
82,-5,Maanu - Jhol (w/ Annural Khalid),24,77,,1571016,"+36,467",11028921,"-2,676",35050517
83,-8,Shaboozey - A Bar Song (Tipsy),372,5,,1570876,"+32,962",11903549,"-131,820",1204124990
84,+8,Benson Boone - Sorry I'm Here For Someone Else,40,72,,1570737,"+151,423",11631877,"-62,503",59064706
85,-13,Raim Laode - Lesung Pipi,9,72,,1568340,"+11,425",10446833,"+125,980",13293465
86,-4,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),346,1,(x1),1543951,"+66,240",11446620,"-62,700",1032604100
87,-4,Gabito Ballesteros - 7 Dias (w/ Tito Double P),81,15,,1536450,"+65,667",10830400,"-47,710",177112878
88,-2,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),17,86,,1532568,"+90,800",10297148,"+177,618",23195387
89,+2,Cigarettes After Sex - Apocalypse,985,52,,1523979,"+102,079",10374215,"+8,450",1359899362
90,+5,Imogen Heap - Headlock,109,63,,1522399,"+128,683",10485507,"-105,078",173565041
91,+2,Djo - End of Beginning,430,1,(x3),1499882,"+93,499",10718992,"-139,205",1376474361
92,+6,Radiohead - Creep,508,84,,1492838,"+144,480",10681251,"-21,588",679160272
93,-9,Morgan Wallen - I Ain't Comin' Back (w/ Post Malone),4,18,,1488663,"+29,022",7653997,"+1,488,663",7653997
94,+2,"Gracie Abrams - I Love You, I'm Sorry",266,15,,1487403,"+124,221",10570170,"-131,292",580419760
95,+7,j-hope - MONA LISA,32,12,,1460881,"+148,402",10599886,"-271,697",66427560
96,-7,Kushagra - Finding Her (w/ Bharath),14,89,,1457341,"+28,807",10048217,"-19,961",19818091
97,-16,Fleetwood Mac - Dreams - 2004 Remaster,672,17,,1448870,"-29,638",9637124,"+53,615",742409699
98,+3,OneRepublic - Counting Stars,2169,31,,1423144,"+107,452",10023958,"-11,943",1913194972
99,=,Vance Joy - Riptide,2254,16,,1417439,"+69,330",9996660,"-29,062",2165549445
100,-3,Arctic Monkeys - No. 1 Party Anthem,162,70,,1414194,"+51,792",9956365,"-72,589",255567727
101,+2,Ed Sheeran - Shape of You,2487,1,(x98),1413606,"+104,566",9587332,"-115,952",3727303281
102,+11,Coldplay - The Scientist,647,79,,1408919,"+139,306",10120252,"-156,036",443950630
103,-3,Tate McRae - greedy,540,1,(x34),1402415,"+62,872",10645719,"-198,090",1669411119
104,+5,The Chainsmokers - Something Just Like This (w/ Coldplay),1779,2,(x14),1397130,"+106,006",9970636,"-17,125",2144790032
105,+9,Tom Odell - Another Love,1466,11,,1396466,"+127,807",9785808,"-24,569",2543663822
106,-1,Chrystal - The Days - NOTION Remix (w/ NOTION),106,49,,1395253,"+90,902",10511678,"-124,702",178119823
107,+5,The Weeknd - Blinding Lights,1967,1,(x82),1391574,"+118,368",9638440,"-6,732",4714885153
108,+9,Oscar Maydon - Amigos? No. (w/ Neton Vega),41,88,,1385409,"+128,806",9332383,"+29,019",57041496
109,-15,Jin - Running Wild,158,6,,1383539,"-14,830",9559237,-921,333011948
110,+5,Selena Gomez - Ojos Tristes (w/ benny blanco),31,54,,1381510,"+114,151",10315112,"-361,176",52946151
111,+5,SZA - Snooze,795,25,,1379663,"+114,402",9101155,"+67,671",1420287535
112,+13,Billie Eilish - CHIHIRO,338,3,(x1),1368756,"+140,385",9543177,"-49,929",771756268
113,-3,"Tyler, The Creator - Like Him (w/ Lola Young)",176,20,,1359807,"+69,313",9711736,"-126,783",391588980
114,-6,One Direction - Night Changes,1104,6,,1353140,"+61,444",9249359,"-66,553",1367443632
115,+40,Clave Especial - TU TU TU (w/ Edgardo Nuñez),10,104,,1339370,"+199,843",8975609,"+56,153",12811380
116,-5,Empire Of The Sun - We Are The People,45,89,,1334671,"+58,811",9694634,"-75,064",61353540
117,+13,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),254,3,(x1),1333412,"+114,917",10022291,"-128,775",557619239
118,=,Ed Sheeran - Perfect,2742,3,(x1),1332501,"+81,087",9500506,"-86,464",3071432894
119,=,Taylor Swift - Cruel Summer,805,2,(x18),1318344,"+69,393",9547398,"-86,023",2411048916
120,-16,Don Omar - Danza Kuduro (w/ Lucenzo),482,79,,1317376,"+12,226",9633442,"-61,639",650196841
121,+21,JENNIE - ExtraL (w/ Doechii),60,18,,1316814,"+146,748",9371731,"-93,535",120466920
122,+1,The Weeknd - Die For You,1206,9,,1315239,"+82,772",9152843,"+28,447",2144264191
123,+12,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",251,58,,1309264,"+119,231",9430303,"-192,436",353285049
124,-4,V - Winter Ahead (w/ Park Hyo Shin),144,15,,1306926,"+72,811",8809329,"+27,108",261831071
125,+19,Lady Gaga - Judas,8,110,,1304083,"+140,655",9267859,"+67,504",10504438
126,+3,Don Toliver - No Pole,160,58,,1303471,"+84,679",9438996,"-128,285",261322505
127,+31,Linkin Park - Numb,403,12,,1302737,"+168,235",9667202,"-89,614",602532686
128,+23,Leon Thomas - MUTT,17,112,,1301248,"+150,625",9253270,"-44,826",21863376
129,-22,Tito Double P - DOS DÍAS (w/ Peso Pluma),234,24,,1297228,+52,7505764,"-20,067",458046281
130,-9,Malcolm Todd - Chest Pain (I Love),21,53,,1297110,"+64,020",9809759,"-290,058",32096265
131,+28,Xavi - En Privado (w/ Manuel Turizo),33,77,,1293997,"+161,725",9386628,"-174,199",47455284
132,+7,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",991,57,,1288629,"+105,608",9415224,"-133,651",1244480586
133,+5,Hozier - Take Me To Church,2003,1,(x30),1287159,"+103,488",8995655,"-35,457",1879176386
134,+23,Bad Bunny - KLOuFRENS,107,18,,1286649,"+148,727",8881925,"-33,180",217956998
135,+8,Rauw Alejandro - Khé? (w/ Romeo Santos),158,21,,1282920,"+114,089",9240025,"-61,982",349985181
136,+4,Keane - Somewhere Only We Know,861,63,,1281615,"+103,502",9020598,"-107,838",1122390690
137,-11,Oscar Maydon - Tu Boda (w/ Fuerza Regida),202,4,,1278994,"+50,854",8923700,"-77,761",553233189
138,-10,Afusic - Pal Pal (w/ AliSoomroMusic),6,128,,1277505,"+57,371",7414828,"+1,277,505",7414828
139,-6,Bruno Mars - That's What I Like,989,5,,1272997,"+68,235",9113271,"-115,034",1374571654
140,+8,Harry Styles - As It Was,1108,1,(x81),1271548,"+118,037",8517035,"+1,083",3776259719
141,-35,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",33,81,,1265703,"-35,415",9754599,"-279,631",46448558
142,+18,Feid - LUNA (w/ ATL Jacob),504,7,,1264065,"+132,749",8940824,"+10,359",1232397355
143,+29,The Walters - I Love You So,1064,18,,1261512,"+164,519",8614639,"+54,294",1518061099
144,NEW,Charli xcx - party 4 u,1,144,,1257526,,1257526,"+1,257,526",1257526
145,-21,Natasha Bedingfield - Unwritten,366,14,,1255307,"+25,548",9274629,"-230,648",681071229
146,-5,Lady Gaga - Just Dance (w/ Colby O'Donis),10,128,,1253446,"+77,228",8830365,"-44,565",12426147
147,+22,Kendrick Lamar - Money Trees (w/ Jay Rock),468,31,,1246835,"+138,368",8784890,"-83,995",598072313
148,-14,Earl Agustin - Tibok,39,42,,1246761,"+51,392",7658938,"-212,340",64665934
149,+19,Ed Sheeran - Photograph,2026,13,,1243755,"+126,814",8603782,"-94,595",1463750403
150,+20,Doechii - DENIAL IS A RIVER,109,16,,1236590,"+128,276",9028993,"-143,907",248562772
151,+5,Coldplay - A Sky Full of Stars,936,10,,1234447,"+94,928",8899827,"-51,818",642149907
152,+13,Teddy Swims - The Door,220,88,,1233326,"+111,770",8985508,"-90,234",305861205
153,-21,Tito Double P - ROSONES,137,16,,1232902,"+19,266",8761667,"-183,602",297917857
154,-27,Journey - Don't Stop Believin' (2022 Remaster),334,61,,1231017,"+3,941",8954238,"-91,448",499732055
155,+9,Fuerza Regida - COQUETA (w/ Grupo Frontera),3,155,,1227770,"+105,502",3505801,"+1,227,770",3505801
156,-3,Lana Del Rey - Summertime Sadness,848,74,,1227202,"+86,041",8705077,"-81,690",1106970732
157,-26,Chase Atlantic - Swim,198,46,,1225650,"+10,724",8873039,"-49,740",290085320
158,+25,Danny Ocean - Imagínate (w/ Kapo),116,37,,1223531,"+149,285",8663436,"+14,693",190231263
159,-7,The Killers - Mr. Brightside,1350,59,,1216661,"+70,820",8847939,"-95,963",1126636406
160,+3,Nirvana - Smells Like Teen Spirit - Remastered,397,98,,1214012,"+91,132",8843126,"-109,004",376534888
161,-16,Katy Perry - Last Friday Night (T.G.I.F.),13,142,,1207459,"+45,321",8473940,"-128,060",15967439
162,=,Lady Gaga - Bad Romance,10,118,,1202205,"+72,565",9001429,"-108,430",11867867
163,+16,Rihanna - Breakin' Dishes,116,85,,1200953,"+123,933",8697540,"-130,384",173318236
164,+35,Linkin Park - In the End,682,8,,1196188,"+156,194",8750126,"-70,394",894018598
165,RE,d4vd - Here With Me,499,13,,1193513,,2417170,"+4,740",900683450
166,RE,Benson Boone - Slow It Down,339,26,,1192169,,7709034,"-120,706",667223570
167,-6,Tito Double P - NADIE,151,32,,1184430,"+53,451",8578839,"-146,321",292981328
168,RE,Chezile - Beanie,144,53,,1180714,,2421565,"-11,208",227374380
169,-15,Billie Eilish - lovely (w/ Khalid),2530,19,,1177731,"+36,581",8254861,"-5,463",3156403157
170,+14,Sabrina Carpenter - Bed Chem,240,9,,1175650,"+102,906",8560838,"-158,125",540722451
171,-49,Raim Laode - Komang,95,44,,1175503,"-57,376",6061491,"+1,175,503",123628846
172,+26,Travis Scott - FE!N,573,3,(x1),1175270,"+133,701",5689203,"+1,175,270",1189491871
173,-37,Fourtwnty - Mangu (w/ Charita Utami),2,136,,1175035,"-14,763",2364833,"+1,175,035",2364833
174,+12,Playboi Carti - RATHER LIE (w/ The Weeknd),39,3,(x1),1174819,"+104,667",8820677,"-242,992",100032300
175,+10,Bruno Mars - When I Was Your Man,1201,28,,1172767,"+102,453",9069618,"-297,706",1287294794
176,RE,Sabrina Carpenter - Juno,213,22,,1169547,,7480626,"-193,430",347956330
177,+19,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",73,71,,1164479,"+120,482",4549170,"-10,586",107917557
178,+4,Frank Ocean - Pink + White,706,52,,1161956,"+87,587",8153827,"-98,054",1018434485
179,RE,Tyla - PUSH 2 START,92,52,,1161002,,7169301,"+1,161,002",147613205
180,+8,Maroon 5 - Payphone (w/ Wiz Khalifa),421,63,,1159706,"+92,827",5898662,"+1,159,706",391497516
181,+6,Lana Del Rey - Young And Beautiful,86,120,,1158199,"+88,122",7066638,"-39,355",103175793
182,-2,TV Girl - Lovers Rock,589,92,,1156545,"+81,634",2231456,"+1,156,545",777739099
183,-9,BigXthaPlug - All The Way (w/ Bailey Zimmerman),18,69,,1155612,"+70,567",8609246,"-116,777",23518746
184,-3,The Chainsmokers - Closer (w/ Halsey),1543,1,(x82),1154069,"+79,266",4607361,"-82,965",1936212500
185,RE,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),2203,1,(x16),1153423,,5797226,"+1,153,423",3485648640
186,+5,Neton Vega - Chiquita (w/ Tito Double P),14,164,,1150241,"+95,014",5813535,"-45,531",16634136
187,+10,Gorillaz - Feel Good Inc,143,94,,1149267,"+106,724",8346318,"-99,997",199312839
188,-21,Morgan Wallen - Just In Case,32,83,,1148732,"+31,326",9171310,"-267,790",45170480
189,RE,Twenty One Pilots - Stressed Out,890,5,,1148715,,6964539,"-78,616",892315076
190,-19,Tears For Fears - Everybody Wants To Rule The World,775,80,,1140879,"+32,755",5814054,"+1,140,879",966524392
191,RE,Avicii - Wake Me Up,1118,4,,1140197,,2345346,"+1,140,197",805490709
192,RE,Evanescence - Bring Me To Life,19,123,,1136579,,5940414,"-69,192",23922643
193,-46,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),59,88,,1136470,"-18,101",8634192,"-157,803",83146788
194,RE,Arctic Monkeys - Do I Wanna Know?,1336,69,,1136261,,4715964,"-51,030",1101930577
195,RE,Cigarettes After Sex - Cry,106,118,,1135137,,1135137,"+1,135,137",139465959
196,-23,Coldplay - Sparks,245,82,,1132944,"+46,611",7035836,"-164,955",309989443
197,RE,Guns N' Roses - Sweet Child O' Mine,157,94,,1130002,,3489321,"+1,130,002",149960334
198,RE,Nirvana - Come As You Are - Remastered,6,181,,1128228,,5873727,"-65,207",7067162
199,-49,TOTO - Africa,591,113,,1127937,"-23,263",4650835,"+1,127,937",460737646
200,RE,DJ Snake - Let Me Love You (w/ Justin Bieber),515,2,(x7),1125785,,3520421,"+1,125,785",897752945
