Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
29,-1,Teddy Swims - Lose Control,521,5,,2418434,"-64,781",17214949,"-373,321",1629572658
30,+2,Chappell Roan - Pink Pony Club,246,18,,2398979,"-13,244",16384056,"-117,212",479616872
31,+2,Neton Vega - Morena (w/ Peso Pluma),64,24,,2335665,"+10,778",17138852,"-498,316",130642054
32,+6,Cup of Joe - Multo,15,24,,2282001,"+101,982",17079441,"-183,929",34313883
33,+2,Bad Bunny - EoO,105,9,,2281493,"+37,852",15943479,"-315,345",319144869
34,-3,sombr - back to friends,33,26,,2280742,"-141,144",17124493,"+22,192",66595010
35,+11,KAROL G - Si Antes Te Hubiera Conocido,303,4,,2215018,"+144,221",14932231,"-346,746",1131964483
36,+5,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",44,32,,2203213,"+82,032",15899981,"-268,554",81520536
37,+8,Alleh - capaz (merengueton) (w/ Yorghaki),119,34,,2175403,"+101,920",15044241,"-257,841",258366280
38,-2,The Goo Goo Dolls - Iris,583,29,,2137748,"-105,447",15770696,"-75,267",946043295
39,-2,Sabrina Carpenter - Taste,240,2,(x3),2133506,"-92,622",16005772,"-448,622",967988728
40,=,ATLXS - PASSO BEM SOLTO - Slowed,24,40,,2110646,"-19,567",14703213,"-34,641",42616691
41,-7,The Marías - No One Noticed,162,32,,2102149,"-155,907",15587672,"+147,437",284851527
42,+1,The Neighbourhood - Sweater Weather,1784,14,,2063461,"-44,475",14694092,"-115,198",3093444152
43,-1,Arctic Monkeys - I Wanna Be Yours,1018,11,,2062694,"-46,825",14872795,"-171,350",2445374774
44,-5,Ed Sheeran - Azizam (w/ Googoosh),2,39,,2046997,"-109,387",4203381,"+2,046,997",4203381
45,+4,yung kai - blue,140,22,,1984606,"+11,221",14660301,"-206,703",332274113
46,-2,Lord Huron - The Night We Met,992,15,,1966891,"-124,885",14681100,"-65,204",1751682183
47,+1,Teddy Swims - Bad Dreams,168,41,,1961762,"-40,297",13583715,"-230,656",298711960
48,+4,FloyyMenor - Gata Only (w/ Cris Mj),433,2,(x1),1955809,"+50,999",13335242,"-148,435",1521962871
49,+4,The Police - Every Breath You Take,1283,34,,1946893,"+43,643",13455168,"-207,214",1549287360
50,=,Bad Bunny - NUEVAYoL,105,5,,1940031,"-10,084",14234685,"-500,015",408165217
51,-4,Kendrick Lamar - tv off (w/ Lefty Gunplay),148,5,,1928186,"-118,433",14163785,"-249,668",491240106
52,+4,Neton Vega - Loco,114,14,,1897777,"+16,389",14001519,"-318,644",303059043
53,+11,Bad Bunny - VOY A LLeVARTE PA PR,105,7,,1887856,"+53,753",13799504,"-459,324",353835805
54,+5,Fuerza Regida - ME JALO (w/ Grupo Frontera),114,38,,1885486,"+23,258",13911091,"-310,855",222264584
55,-4,"Tyler, The Creator - See You Again (w/ Kali Uchis)",777,13,,1860902,"-44,781",13059849,"-21,192",1533555030
56,+5,Sabrina Carpenter - Please Please Please,317,1,(x19),1849533,"-7,886",13394923,"-230,169",1365850205
57,-39,Morgan Wallen - I Ain't Comin' Back (w/ Post Malone),2,18,,1828826,"-1,048,041",4705693,"+1,828,826",4705693
58,+5,Tito Double P - TATTOO,51,21,,1826945,"-13,932",13301323,"-352,427",115428315
59,+12,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",105,8,,1824385,"+60,038",13244026,"-389,954",317026910
60,-2,Coldplay - Yellow,1573,15,,1811036,"-58,842",13617488,"-238,941",2226554250
61,-4,Hozier - Too Sweet,394,2,(x10),1808708,"-63,314",13175359,"-185,134",1418024064
62,=,d4vd - Feel It,81,57,,1799665,"-49,938",13116948,"-137,413",133214651
63,-9,Lil Tecca - Dark Thoughts,37,18,,1775099,"-127,624",13452215,"-334,590",90283023
64,+9,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),156,13,,1769949,"+35,081",12225978,"-154,641",408004528
65,=,Shaboozey - A Bar Song (Tipsy),370,5,,1768640,"-61,410",12104114,"-115,944",1201016200
66,+2,Coldplay - Viva La Vida,995,27,,1762829,"-32,927",12508514,"-78,268",1549890195
67,-12,sombr - undressed,24,55,,1753832,"-129,557",12836821,"+155,327",38952281
68,+2,Fuerza Regida - Por Esos Ojos,67,34,,1753240,"-14,969",13412166,"-439,064",132131764
69,+6,Ariana Grande - we can't be friends (wait for your love),408,1,(x13),1719569,"-4,881",12548547,"-93,616",1340891554
70,-1,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),344,1,(x1),1704151,"-66,116",11503114,"+1,342",1029582438
71,+9,Bruno Mars - Just the Way You Are,883,27,,1691797,"+57,919",11909060,"-92,482",1224601163
72,+5,Lady Gaga - Poker Face,86,64,,1675281,"-37,505",12010858,"+210,330",114970746
73,+8,Beéle - Mi Refe (w/ Ovy On The Drums),108,52,,1675191,"+45,228",12127334,"-320,463",204831909
74,-7,Tate McRae - Revolving door,58,18,,1670356,"-133,448",11389198,"+86,776",130057007
75,+1,Neton Vega - M&M,58,54,,1668886,"-53,961",12695456,"-392,311",99887383
76,-10,Ariana Grande - twilight zone,23,3,(x1),1661511,"-162,556",13579836,"-528,371",65220323
77,-5,Benson Boone - Sorry I'm Here For Someone Else,38,72,,1660586,"-82,509",11680965,"+109,552",56074655
78,-4,Ravyn Lenae - Love Me Not,32,73,,1653875,"-76,508",11943816,"+64,026",48859347
79,=,Arctic Monkeys - 505,1203,40,,1639003,"-35,789",11650981,"-11,744",1690474288
80,+73,Jin - Running Wild,156,6,,1599577,"+350,551",9516893,"+195,404",330230040
81,-3,Sabrina Carpenter - Busy Woman,65,11,,1594158,"-111,303",12358192,"-331,981",137002465
82,+1,Maanu - Jhol (w/ Annural Khalid),22,82,,1581763,"+18,108",11022897,"+8,778",31944952
83,+4,Esau Ortiz - Triple Lavada,12,83,,1580525,"+36,206",10777707,"+8,801",17867803
84,+9,Raim Laode - Lesung Pipi,7,84,,1556514,"+70,678",10168210,"+1,556,514",10168210
85,-3,Bruno Mars - Locked out of Heaven,1269,21,,1541311,"-46,415",11367980,"-431,284",1559263940
86,-2,Radiohead - Creep,506,84,,1539373,"-24,042",10707732,"-4,380",676319076
87,-1,Jung Kook - Seven (w/ Latto),645,1,(x71),1534548,"-16,488",11273966,"-101,569",2077456516
88,+2,Gabito Ballesteros - 7 Dias (w/ Tito Double P),79,15,,1530196,"+16,258",10989692,"-254,072",174105645
89,-4,Chrystal - The Days - NOTION Remix (w/ NOTION),104,49,,1525235,"-36,043",10672798,"-85,260",175420219
90,-1,The Weeknd - Starboy (w/ Daft Punk),1759,1,(x40),1503189,"-21,058",10681866,"-113,086",3043011014
91,+9,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),15,91,,1476526,"+28,945",9929533,"+94,863",20221051
92,+9,Clave Especial - COMO CAPO (w/ Fuerza Regida),19,79,,1467509,"+22,486",10880199,"-230,933",28694812
93,-2,Tate McRae - greedy,538,1,(x34),1463322,"-44,420",10841783,"-332,713",1666669161
94,+2,Cigarettes After Sex - Apocalypse,983,52,,1461521,"-2,548",10372920,"+26,113",1356953483
95,+8,OneRepublic - Counting Stars,2167,31,,1458104,"+23,623",10041269,"+10,661",1910456136
96,+19,Ed Sheeran - Shape of You,2485,1,(x98),1452870,"+62,511",9762692,"-68,310",3724580635
97,+19,Don Omar - Danza Kuduro (w/ Lucenzo),480,79,,1444656,"+55,599",9692776,"-108,388",647574315
98,+21,Fleetwood Mac - Dreams - 2004 Remaster,670,17,,1431451,"+47,753",9409989,"-21,701",739482321
99,-2,Kushagra - Finding Her (w/ Bharath),12,95,,1431422,"-25,949",10058165,"+4,790",16932216
100,+9,The Chainsmokers - Something Just Like This (w/ Coldplay),1777,2,(x14),1425255,"+7,012",9958435,"-35,981",2142101778
101,-13,Djo - End of Beginning,428,1,(x3),1424978,"-106,404",10993408,"-162,582",1373568096
102,-8,"Gracie Abrams - I Love You, I'm Sorry",264,15,,1421586,"-59,066",10737814,"-129,609",577569175
103,-4,Vance Joy - Riptide,2252,16,,1416057,"-34,857",10005664,"-86,878",2162783897
104,+13,The Weeknd - Blinding Lights,1965,1,(x82),1407424,"+18,699",9650375,"-59,475",4712220373
105,+7,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",989,57,,1407055,"+9,898",9657275,"-168,001",1242008936
106,-8,j-hope - MONA LISA,30,12,,1393471,"-62,795",11147284,"-292,640",63654200
107,+16,Ed Sheeran - Perfect,2740,3,(x1),1392363,"+29,215",9654817,"-128,637",3068848979
108,-16,Imogen Heap - Headlock,107,63,,1391608,"-102,920",10743251,"-220,283",170648926
109,+16,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",249,58,,1383770,"+29,578",9677238,"-124,766",350785752
110,+8,Empire Of The Sun - We Are The People,43,89,,1380005,"-6,942",9792783,"-80,946",58743009
111,-1,Bruno Mars - When I Was Your Man,1199,28,,1379215,"-33,552",9455040,"+53,149",1285051713
112,+1,Arctic Monkeys - No. 1 Party Anthem,160,70,,1378607,"-15,720",10123443,"-148,844",252791131
113,+11,Taylor Swift - Cruel Summer,803,2,(x18),1377252,"+18,796",9655762,"-103,774",2408481621
114,=,"Tyler, The Creator - Like Him (w/ Lola Young)",174,20,,1376771,"-15,699",9942095,"-79,109",388938679
115,-13,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),252,3,(x1),1376062,"-63,671",10226784,"+80,314",555067332
116,-10,Coldplay - The Scientist,645,79,,1366054,"-58,266",10422468,"-173,719",441272098
117,-10,Tom Odell - Another Love,1464,11,,1361443,"-59,154",9813528,"-80,021",2540998697
118,+9,Journey - Don't Stop Believin' (2022 Remaster),332,61,,1346824,"+6,536",9041972,"-105,873",497273962
119,+16,The Weeknd - Die For You,1204,9,,1345596,"+40,591",9122878,"+11,765",2141716485
120,+9,Natasha Bedingfield - Unwritten,364,14,,1345351,"+9,413",9561806,"-203,154",678586163
121,-17,Selena Gomez - Ojos Tristes (w/ benny blanco),29,54,,1344586,"-89,521",11022239,"-405,183",50297282
122,-2,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",31,81,,1331481,"-51,920",10283624,"-296,732",43881737
123,+13,Xavi - En Privado (w/ Manuel Turizo),31,77,,1324395,"+28,715",9893606,"-416,319",45029015
124,+35,Tito Double P - DOS DÍAS (w/ Peso Pluma),232,24,,1322895,"+88,232",7484833,"-76,279",455451877
125,-14,Linkin Park - Numb,401,12,,1317867,"-93,964",9843950,"-155,605",600095447
126,+11,Rauw Alejandro - Khé? (w/ Romeo Santos),156,21,,1317122,"+27,556",9342864,"-132,366",347533430
127,+14,One Direction - Night Changes,1102,6,,1308656,"+21,908",9382322,"-159,193",1364798796
128,-20,Malcolm Todd - Chest Pain (I Love),19,53,,1306085,"-114,087",10326365,"-202,145",29566065
129,-8,Leon Thomas - MUTT,15,112,,1302042,"-77,972",9336538,"+16,214",19411505
130,+1,Hozier - Take Me To Church,2001,1,(x30),1299193,"-18,782",9069210,"-2,054",1876705556
131,+3,The Killers - Mr. Brightside,1348,59,,1295965,"-13,738",8983168,"-78,761",1124273904
132,-2,Teddy Swims - The Door,218,88,,1291928,"-35,413",9204360,"-216,705",303506323
133,-38,Morgan Wallen - Just In Case,30,83,,1289735,"-184,614",9608053,"-123,659",42904342
134,+18,Oscar Maydon - Amigos? No. (w/ Neton Vega),39,88,,1287499,"+36,867",9386672,"-322,741",54399484
135,-9,Billie Eilish - CHIHIRO,336,3,(x1),1283469,"-69,266",9589146,"-71,443",769159141
136,+2,Lady Gaga - Bad Romance,8,118,,1281878,"-6,034",9084053,"+1,281,878",9536022
137,+3,Nirvana - Smells Like Teen Spirit - Remastered,395,98,,1279497,"-7,643",8969377,"-75,270",374197996
138,-5,Doechii - DENIAL IS A RIVER,107,16,,1279186,"-37,894",9341857,"-158,501",246217868
139,+30,Feid - LUNA (w/ ATL Jacob),502,7,,1275809,"+52,660",9025856,"-177,081",1230001974
140,-12,Lady Gaga - Judas,6,110,,1272411,"-65,939",8036927,"+1,272,411",8036927
141,-19,Don Toliver - No Pole,158,58,,1271705,"-103,087",9620286,"-175,011",258800242
142,-3,Bruno Mars - That's What I Like,987,5,,1271564,"-16,127",9311787,"-162,115",1372093895
143,-11,JENNIE - ExtraL (w/ Doechii),58,18,,1258557,"-58,971",9491820,"-66,136",117980040
144,+5,Lana Del Rey - Summertime Sadness,846,74,,1255204,"-4,986",8791544,"-35,664",1104602369
145,+17,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),57,88,,1253745,"+21,185",8951912,"-185,854",80855747
146,-41,BigXthaPlug - All The Way (w/ Bailey Zimmerman),16,69,,1253661,"-175,816",8764530,"-50,554",21278089
147,+23,Ed Sheeran - Photograph,2024,13,,1253313,"+36,740",8756491,"-23,996",1461389707
148,+17,Afusic - Pal Pal (w/ AliSoomroMusic),4,148,,1253039,"+24,663",4917189,"+1,253,039",4917189
149,-5,Coldplay - A Sky Full of Stars,934,10,,1249710,"-23,705",8976702,"-164,127",639775941
150,RE,Dj Guuga - Vidrado Em Você (w/ Mc Livinho),3,150,,1249495,,2372653,"+21,989",3600159
151,+5,Katy Perry - Last Friday Night (T.G.I.F.),11,142,,1249492,"+7,144",8595254,"-37,899",13597842
152,+14,Bad Bunny - KLOuFRENS,105,18,,1245754,"+17,493",9022964,"-285,076",215532427
153,+42,Diego & Victor Hugo - Tubarões - Ao Vivo,14,116,,1245425,"+95,197",4721680,"-228,489",17800824
154,=,V - Winter Ahead (w/ Park Hyo Shin),142,15,,1243430,"-3,706",8949979,"-109,881",259290030
155,=,Chase Atlantic - Swim,196,46,,1242478,"-1,877",8934271,"-82,101",287644744
156,-14,Kendrick Lamar - Money Trees (w/ Jay Rock),466,31,,1240038,"-45,588",8953429,"-59,296",595717011
157,+1,Lady Gaga - Just Dance (w/ Colby O'Donis),8,128,,1238105,"+1,740",8806057,"+1,238,105",9996483
158,+32,Raim Laode - Komang,93,44,,1232104,"+79,165",4791344,"+7,982",121220464
159,-9,Keane - Somewhere Only We Know,859,63,,1231703,"-24,172",9158478,"-110,981",1119930962
160,+7,Oscar Maydon - Tu Boda (w/ Fuerza Regida),200,4,,1226028,"-1,119",9114210,"-233,507",550726055
161,+22,Danny Ocean - Imagínate (w/ Kapo),114,37,,1217771,"+45,074",8774996,"-276,147",187933486
162,RE,Shakira - Hips Don't Lie (w/ Wyclef Jean),191,63,,1216763,,3576030,"-119,729",257573849
163,-15,Rihanna - Breakin' Dishes,114,85,,1214075,"-46,691",8968143,"-80,943",171040263
164,-7,SZA - Snooze,793,25,,1213999,"-23,097",9075318,"-185,178",1417642611
165,+24,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",178,17,,1208817,"+51,962",2365672,"-98,285",370146377
166,+9,Tito Double P - NADIE,149,32,,1207501,"+17,967",8870799,"-182,988",290665919
167,-21,Linkin Park - In the End,680,8,,1205227,"-61,115",8904546,"-105,600",891782416
168,+25,Tyla - PUSH 2 START,91,52,,1203962,"+52,848",6008299,"-103,436",146452203
169,+15,TOTO - Africa,589,113,,1199772,"+27,846",2371698,"-15,533",458458509
170,-19,Addison Rae - Headphones On,2,151,,1197400,"-53,816",2448616,"+1,197,400",2448616
171,+1,Queen - Bohemian Rhapsody - Remastered 2011,1572,10,,1195115,"-16,200",4783385,"+1,195,115",1486080471
172,-29,Playboi Carti - RATHER LIE (w/ The Weeknd),37,3,(x1),1192247,"-91,291",9297051,"-293,780",97787329
173,-5,Clave Especial - TU TU TU (w/ Edgardo Nuñez),8,104,,1188151,"-37,342",8985979,"-158,353",10332483
174,-13,Gorillaz - Feel Good Inc,141,94,,1186964,"-46,901",8539671,"-132,665",197121029
175,RE,Earl Agustin - Tibok,37,42,,1184831,,8167112,"-303,133",62223804
176,-5,Harry Styles - As It Was,1106,1,(x81),1183978,"-28,537",8489015,"-127,942",3773834660
177,-13,Sabrina Carpenter - Bed Chem,238,9,,1177326,"-52,291",8857332,"-232,549",538474057
178,-5,MXZI - MONTAGEM TOMADA - Slowed,10,147,,1174636,"-34,362",8727039,"-152,051",12764604
179,+6,Tito Double P - ROSONES,135,16,,1170616,"+4,114",9022740,"-204,872",295471319
180,-3,Travis Scott - FE!N,571,3,(x1),1168090,"-18,936",3472364,"-40,898",1187275032
181,+10,Neton Vega - Chiquita (w/ Tito Double P),12,164,,1165228,"+12,421",5952816,"-88,674",14428668
182,-4,Eminem - Without Me,1383,29,,1163592,"-22,127",8375841,"-167,303",1720491697
183,-38,Morgan Wallen - I'm The Problem,15,20,,1162014,"-110,583",2434611,"+1,162,014",25591443
184,-37,Benson Boone - Slow It Down,338,26,,1159690,"-102,022",8954940,"-100,421",666031401
185,-4,Nirvana - Come As You Are - Remastered,5,181,,1159221,"-17,273",5938934,"+1,159,221",5938934
186,-4,AC/DC - Thunderstruck,32,137,,1157084,"-19,180",3558665,"-77,757",37434081
187,-8,Tears For Fears - Everybody Wants To Rule The World,773,80,,1156571,"-27,013",3565051,"-106,814",964275389
188,NEW,Fuerza Regida - COQUETA (w/ Grupo Frontera),1,188,,1155763,,1155763,"+1,155,763",1155763
189,-9,Frank Ocean - Pink + White,704,52,,1151115,"-26,360",8362644,"-120,469",1016198160
190,RE,DJ Snake - Let Me Love You (w/ Justin Bieber),514,2,(x7),1148581,,2394636,"+1,148,581",896627160
191,-28,Sabrina Carpenter - Juno,212,22,,1141634,"-89,002",8887719,"-261,509",346786783
192,RE,Michael Jackson - Billie Jean,122,52,,1141339,,1141339,"-90,123",137692373
193,RE,"HUGEL - I Adore You (w/ Topic, Arash, Daecolm)",12,164,,1139165,,1139165,"-109,271",15441882
194,RE,Peso Pluma - HOLLYWOOD (w/ Estevan Plazola),3,165,,1137579,,2261368,"+1,137,579",3662918
195,-8,Billie Eilish - lovely (w/ Khalid),2528,19,,1135405,"-29,386",8237529,"+1,135,405",3154084276
196,RE,Rihanna - We Found Love (w/ Calvin Harris),656,18,,1135199,,1135199,"+1,135,199",769016328
197,RE,Justin Bieber - Beauty And A Beat (w/ Nicki Minaj),4,165,,1131913,,1131913,"+1,131,913",5047600
198,-38,The Walters - I Love You So,1062,18,,1130582,"-103,852",8695381,"-152,872",1515702594
199,-11,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),2202,1,(x16),1127080,"-37,126",5742500,"+1,127,080",3484495217
200,-8,Twenty One Pilots - Stressed Out,889,5,,1126626,"-25,312",8181089,"-162,161",891166361
