Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
29,+8,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",54,24,,2446992,"+163,195",17097762,"+103,312",105332886
30,=,sombr - undressed,34,30,,2396541,"+32,147",15569521,"+265,273",60273918
31,-4,Kendrick Lamar - All The Stars (w/ SZA),691,2,(x14),2387314,"-27,224",17296505,"-187,112",1229715411
32,+7,Ravyn Lenae - Love Me Not,42,32,,2380550,"+131,003",14737567,"+467,988",68905187
33,-1,Kendrick Lamar - Not Like Us,359,1,(x10),2369681,"+14,359",17021096,"-115,012",1425870815
34,+2,Tate McRae - Sports car,96,14,,2369059,"+70,246",17494667,"-417,368",274467421
35,-2,Lord Huron - The Night We Met,1002,15,,2368624,"+24,304",15629854,"+130,496",1773624388
36,-2,The Marías - No One Noticed,172,32,,2366917,"+49,990",15593361,"+34,155",306994832
37,-11,"Chappell Roan - Good Luck, Babe!",386,5,,2352213,"-80,997",17345692,"-206,395",1461428907
38,+4,Bad Bunny - EoO,115,9,,2326122,"+169,024",16390763,+954,342207927
39,+1,Arctic Monkeys - I Wanna Be Yours,1028,11,,2314486,"+75,431",15604756,"+55,180",2467404760
40,-5,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",570,2,(x2),2268624,"-35,064",17034652,"-308,204",1702585060
41,-3,Chappell Roan - Pink Pony Club,256,18,,2217921,"-37,861",16039122,"-85,304",502234423
42,+2,Fuerza Regida - ME JALO (w/ Grupo Frontera),124,38,,2207348,"+70,033",14003617,"+279,972",241876736
43,+2,ATLXS - PASSO BEM SOLTO - Slowed,34,38,,2192948,"+56,186",15318936,"+45,087",64059301
44,-1,The Neighbourhood - Sweater Weather,1794,14,,2179238,"+35,483",14842650,"+99,002",3114286125
45,+10,Fuerza Regida - Por Esos Ojos,77,34,,2172774,"+231,615",13497880,"+331,963",150938808
46,=,Charli xcx - party 4 u,9,46,,2125738,"+11,855",13517794,"+547,026",16354032
47,+3,KAROL G - Si Antes Te Hubiera Conocido,313,4,,2101625,"+85,002",14750868,"+38,774",1152768113
48,-7,Cup of Joe - Multo,25,24,,2090218,"-105,811",15561466,"-370,009",57141325
49,+7,Alleh - capaz (merengueton) (w/ Yorghaki),129,34,,2086220,"+208,899",14822882,"-79,935",279386943
50,-1,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),25,49,,2059503,"+4,562",13061625,"+451,178",37865337
51,=,"Tyler, The Creator - See You Again (w/ Kali Uchis)",787,13,,2058112,"+43,480",13495226,"+135,139",1552536358
52,-4,yung kai - blue,150,22,,2056636,"-12,314",14185886,"-42,712",352579646
53,=,Coldplay - Yellow,1583,15,,2042297,"+66,029",13318455,"+163,571",2245506389
54,=,Tate McRae - Revolving door,68,18,,2021865,"+59,235",13116854,"+197,804",148254092
55,+28,Clave Especial - TU TU TU (w/ Edgardo Nuñez),18,55,,2005103,"+349,633",11419081,"+665,701",25569863
56,-9,Sabrina Carpenter - Taste,250,2,(x3),1981950,"-92,069",14634313,"-216,693",988805253
57,+4,Coldplay - Viva La Vida,1005,27,,1973456,"+133,931",12629596,"+278,322",1567627698
58,+13,Bad Bunny - NUEVAYoL,115,5,,1962597,"+193,928",13142814,"+160,892",426576868
59,+16,Clave Especial - COMO CAPO (w/ Fuerza Regida),29,59,,1950743,"+209,458",11913234,"+349,117",45288778
60,+3,Tito Double P - TATTOO,61,21,,1946416,"+127,802",12968096,"+182,058",133750801
61,+9,Neton Vega - Loco,124,14,,1938436,"+169,671",13024691,"+148,968",321424697
62,-2,FloyyMenor - Gata Only (w/ Cris Mj),443,2,(x1),1926752,"+78,554",13304707,"+44,955",1540841835
63,-5,Teddy Swims - Bad Dreams,178,41,,1918776,"+58,701",13355905,"+45,234",317507426
64,+20,Beéle - Mi Refe (w/ Ovy On The Drums),118,52,,1896686,"+241,921",12520989,"+117,116",222406278
65,-6,Kendrick Lamar - tv off (w/ Lefty Gunplay),158,5,,1893224,"+40,349",13291376,"-82,142",510113256
66,+7,Neton Vega - M&M,68,53,,1891418,"+142,206",12466002,"+166,880",117589766
67,+2,d4vd - Feel It,91,43,,1885551,"+105,138",13703966,"-36,240",152314284
68,-1,Fourtwnty - Mangu (w/ Charita Utami),10,63,,1876467,"+84,914",11311604,"+620,612",14932292
69,-17,The Police - Every Breath You Take,1293,34,,1863454,"-130,486",13762033,"-155,959",1568850761
70,+16,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",115,8,,1859569,"+216,174",12721116,"+53,196",335035161
71,+10,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),166,13,,1854519,"+193,724",12645807,"+126,368",425587976
72,-7,Lil Tecca - Dark Thoughts,47,18,,1845003,"+46,778",12564489,"+18,705",108005708
73,+1,Benson Boone - Sorry I'm Here For Someone Else,48,58,,1843665,"+96,909",12516966,"+118,081",73307256
74,-17,Hozier - Too Sweet,404,2,(x10),1832177,"-28,200",13071740,"-13,077",1436471938
75,-13,Bruno Mars - Just the Way You Are,893,27,,1832130,"-4,748",12120357,"+134,479",1241599455
76,-8,Arctic Monkeys - 505,1213,40,,1823321,"+41,874",12262388,"+137,768",1707709501
77,-5,Esau Ortiz - Triple Lavada,22,69,,1804145,"+50,871",12400065,"+85,379",35144079
78,+16,Bad Bunny - VOY A LLeVARTE PA PR,115,7,,1767825,"+222,833",12313269,"+12,137",371352672
79,-2,Ed Sheeran - Azizam,22,27,,1758718,"+40,839",11173635,"+415,895",42703702
80,-14,Ariana Grande - we can't be friends (wait for your love),418,1,(x13),1735675,"-59,910",12483478,"-37,077",1358579981
81,-3,Bruno Mars - Locked out of Heaven,1279,21,,1730032,"+35,471",11712238,"+212,900",1575537834
82,-6,Shaboozey - A Bar Song (Tipsy),380,5,,1729943,-338,12278599,"+27,272",1218106260
83,-19,Sabrina Carpenter - Please Please Please,327,1,(x19),1723542,"-82,107",12493864,"-189,879",1383740163
84,+1,Sabrina Carpenter - Busy Woman,75,11,,1702687,"+58,211",11298984,"+27,819",153000072
85,-5,Chrystal - The Days - NOTION Remix (w/ NOTION),114,49,,1698952,"+29,256",11428935,"+157,064",191090646
86,+1,Radiohead - Creep,516,84,,1681828,"+53,052",11053017,"+123,956",691771161
87,+21,Benson Boone - Mystical Magical,5,40,,1668085,"+204,485",8336466,"+1,668,085",8336466
88,+5,Tate McRae - greedy,548,1,(x34),1660460,"+105,604",10928421,"+111,757",1681888243
89,-7,Djo - End of Beginning,438,1,(x3),1659591,-560,11514441,"-34,024",1389682417
90,-2,Fuerza Regida - COQUETA (w/ Grupo Frontera),11,88,,1657006,"+54,085",9902431,"+410,492",14654746
91,-12,Jung Kook - Seven (w/ Latto),655,1,(x71),1638071,"-34,713",11570557,"-27,572",2093841327
92,+5,The Chainsmokers - Something Just Like This (w/ Coldplay),1787,2,(x14),1627253,"+89,085",10272330,"+234,644",2156454971
93,-4,Maanu - Jhol (w/ Annural Khalid),32,77,,1620795,"+38,147",11038600,"+50,077",47659835
94,+2,Ed Sheeran - Shape of You,2495,1,(x98),1604903,"+62,098",10535958,"+79,681",3739364461
95,+12,Ed Sheeran - Perfect,2750,3,(x1),1592014,"+122,884",10128123,"+182,033",3082970998
96,-1,Cigarettes After Sex - Apocalypse,993,52,,1580454,"+36,408",10550008,"+22,235",1372007589
97,+2,Gabito Ballesteros - 7 Dias (w/ Tito Double P),89,15,,1579188,"+62,295",10750727,"+79,275",189363518
98,+4,Oscar Maydon - Amigos? No. (w/ Neton Vega),49,88,,1574709,"+76,699",10622038,"+111,345",69126898
99,-9,Lady Gaga - Poker Face,96,64,,1566574,"-13,771",11345995,"-58,965",131150184
100,+1,Ariana Grande - twilight zone,33,3,(x1),1535351,"+35,197",10702473,"-213,557",80915775
101,-3,The Weeknd - Starboy (w/ Daft Punk),1769,1,(x40),1534804,"+6,014",10995579,-208,3058554529
102,+2,One Direction - Night Changes,1112,6,,1531411,"+46,441",10066943,"+23,603",1379018383
103,-12,"Gracie Abrams - I Love You, I'm Sorry",274,15,,1530092,"-48,094",10894304,"-31,684",592875840
104,+6,Tom Odell - Another Love,1474,11,,1510098,"+67,270",10360442,"+93,551",2555440811
105,+1,Imogen Heap - Headlock,117,63,,1509468,"+32,097",10377313,"-1,997",185453819
106,-14,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),354,1,(x1),1508537,"-46,849",11140005,"-143,898",1045396540
107,+2,Linkin Park - Numb,411,12,,1505073,"+46,530",10095253,"+97,030",614035982
108,-8,Arctic Monkeys - No. 1 Party Anthem,170,70,,1504465,"+2,554",10302246,"+119,675",267254763
109,+2,Coldplay - The Scientist,655,79,,1499811,"+62,084",9860953,"+2,901",455308493
110,+2,Kushagra - Finding Her (w/ Bharath),22,89,,1499003,"+69,127",9898005,"+46,481",31168618
111,+11,SZA - Snooze,803,25,,1455935,"+67,203",9792062,"+35,322",1431500210
112,-9,Vance Joy - Riptide,2262,16,,1450944,"-34,711",10189718,"+2,915",2177187192
113,+7,"Tyler, The Creator - Like Him (w/ Lola Young)",184,20,,1447495,"+57,647",9548057,"+62,858",402521674
114,+7,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",999,57,,1444291,"+54,784",9953545,"+107,216",1255771206
115,-2,Bruno Mars - That's What I Like,997,5,,1438520,"+11,533",9460287,"+133,252",1385337209
116,+12,Xavi - En Privado (w/ Manuel Turizo),41,77,,1426287,"+60,539",9396518,"+125,172",58152917
117,+18,Don Toliver - No Pole,168,58,,1425520,"+86,699",9324928,"+135,924",271937029
118,+14,Raim Laode - Lesung Pipi,17,72,,1424721,"+62,353",10224680,"-177,075",25119941
119,+22,Natasha Bedingfield - Unwritten,374,14,,1416751,"+103,272",9473188,"+93,165",691868003
120,-6,Fleetwood Mac - Dreams - 2004 Remaster,680,17,,1411750,"-9,981",9673895,"+55,973",753439371
121,+12,Bruno Mars - When I Was Your Man,1209,28,,1409532,"+55,055",9786879,"-200,113",1298691318
122,+12,Linkin Park - In the End,690,8,,1408200,"+59,560",9434408,"+112,899",904748307
123,-6,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),262,3,(x1),1404064,"-7,834",10050135,"-67,172",569140610
124,-19,OneRepublic - Counting Stars,2177,31,,1397983,"-80,599",10251629,"-39,333",1924883917
125,+18,Harry Styles - As It Was,1116,1,(x81),1397737,"+90,119",9089872,"+133,935",3786613393
126,-3,Billie Eilish - CHIHIRO,346,3,(x1),1397387,"+13,608",9819478,"-26,841",782999974
127,+11,The Chainsmokers - Closer (w/ Halsey),1551,1,(x82),1393830,"+71,392",8914833,"+196,038",1946325125
128,-9,Morgan Wallen - I Ain't Comin' Back (w/ Post Malone),12,18,,1392840,"-4,228",10353849,"-219,846",19620532
129,+2,Ed Sheeran - Photograph,2034,13,,1388819,"+26,145",9254686,"+21,294",1474372614
130,+16,Lady Gaga - Judas,16,110,,1384915,"+87,634",9385646,"-6,157",21281156
131,-5,Empire Of The Sun - We Are The People,53,89,,1384093,"+4,170",9716787,"-68,794",72523214
132,-14,Don Omar - Danza Kuduro (w/ Lucenzo),490,79,,1383825,"-19,682",10082902,"+31,149",661632419
133,+30,Rauw Alejandro - Khé? (w/ Romeo Santos),166,21,,1377820,"+139,174",9448830,"+9,620",360802211
134,-18,Keane - Somewhere Only We Know,869,63,,1372239,"-45,383",9752188,"-16,101",1133531218
135,+31,Bad Bunny - KLOuFRENS,115,18,,1371809,"+142,054",9337716,"-5,239",228671762
136,-7,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",259,58,,1371399,"+5,874",9656448,"+15,757",364297139
137,+13,Coldplay - A Sky Full of Stars,943,10,,1365176,"+95,715",7678634,"+169,945",651023772
138,+44,Danny Ocean - Imagínate (w/ Kapo),124,37,,1363336,"+170,267",8978678,"+32,461",200540816
139,-15,The Weeknd - Blinding Lights,1975,1,(x82),1362582,"-18,809",9785153,"+3,101",4726029787
140,-25,Taylor Swift - Cruel Summer,813,2,(x18),1356706,"-62,348",9562775,"+21,667",2421946730
141,+19,Tyla - PUSH 2 START,100,52,,1355991,"+107,762",8729006,"+67,024",157631178
142,-5,Journey - Don't Stop Believin' (2022 Remaster),342,61,,1352262,"+25,187",9333144,"+87,888",510329573
143,+14,Coldplay - Sparks,250,82,,1342656,"+89,401",4862218,"+171,007",316023310
144,+7,Frank Ocean - Pink + White,714,52,,1339503,"+70,147",8576541,"+83,512",1028267017
145,-20,Hozier - Take Me To Church,2011,1,(x30),1338673,"-42,697",9506428,"+17,724",1890003763
146,+23,James Arthur - Say You Won't Let Go,2441,6,,1331884,"+107,296",3709993,"+110,965",2541726997
147,+6,Chase Atlantic - Swim,206,46,,1328775,"+66,706",8904871,"+98,139",300220827
148,-8,Jin - Running Wild,166,6,,1315249,+893,9369921,"-31,365",343728483
149,+9,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",76,71,,1312840,"+60,402",3837379,"+1,312,840",111754936
150,+6,Teddy Swims - The Door,228,88,,1309010,"+54,642",9008142,"+21,393",316156964
151,-4,j-hope - MONA LISA,40,12,,1302283,"+7,043",9258052,"-153,580",77141475
152,-13,Oscar Maydon - Tu Boda (w/ Fuerza Regida),210,4,,1300752,"-21,137",9080249,"+40,209",563573981
153,+19,Benson Boone - Slow It Down,347,26,,1298997,"+76,546",8819501,"+49,753",677292315
154,+41,Neton Vega - Chiquita (w/ Tito Double P),22,139,,1286209,"+117,536",8877026,"+111,320",26686051
155,+22,Twenty One Pilots - Stressed Out,896,5,,1283168,"+69,656",6207990,"+101,485",899704749
156,+15,Gorillaz - Feel Good Inc,150,94,,1277317,"+54,034",7417469,"+41,406",207966219
157,-12,Tito Double P - DOS DÍAS (w/ Peso Pluma),242,24,,1276646,"-24,128",9341215,"-45,979",468710121
158,-6,Selena Gomez - Ojos Tristes (w/ benny blanco),39,54,,1261700,"-7,433",9085834,"-214,765",63508450
159,-11,Nirvana - Smells Like Teen Spirit - Remastered,405,98,,1261585,"-29,639",9105938,"+14,095",386888316
160,+7,Afusic - Pal Pal (w/ AliSoomroMusic),14,128,,1260924,"+33,062",8684439,"-45,005",17405196
161,+13,Jessie Murph - Blue Strips,2,161,,1257678,"+39,108",2476248,"+1,257,678",2476248
162,-8,Leon Thomas - MUTT,25,106,,1254026,"-2,555",9242223,"-124,643",32484268
163,-21,The Weeknd - Die For You,1214,9,,1253396,"-57,907",9143449,"-95,630",2154756666
164,-9,Morgan Wallen - Just In Case,40,83,,1253275,"-1,936",8599344,"+69,113",54953986
165,+8,Blood Orange - Champagne Coast,3,165,,1246871,"+27,639",3669920,"+1,246,871",3669920
166,+28,French Montana - Unforgettable (w/ Swae Lee),858,3,(x8),1246692,"+74,117",3603213,"+1,246,692",1298624681
167,-8,The Killers - Mr. Brightside,1358,59,,1243908,"-7,177",8953575,"-38,410",1136872299
168,+12,Arctic Monkeys - Do I Wanna Know?,1342,69,,1236200,"+35,449",6078413,"+64,031",1109181159
169,RE,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",181,17,,1233120,,2444319,"+1,233,120",373637996
170,-40,The Walters - I Love You So,1072,18,,1230007,"-133,595",8853797,"-98,654",1528243557
171,-9,Kendrick Lamar - Money Trees (w/ Jay Rock),476,31,,1221395,"-20,209",8853642,"-76,207",608223557
172,+3,Tito Double P - ROSONES,143,16,,1220033,"+2,451",6242157,"-6,516",305386563
173,-12,V - Winter Ahead (w/ Park Hyo Shin),152,15,,1218880,"-28,711",8649992,"-32,261",271732204
174,+26,Lady Gaga - Bad Romance,18,118,,1217852,"+56,753",8383760,"+8,161",21461318
175,-5,Cigarettes After Sex - Cry,111,118,,1216313,"-7,161",5945848,"+1,216,313",145411807
176,NEW,"WizTheMc - Show Me Love (w/ bees & honey, Tyla)",1,176,,1214128,,1214128,"+1,214,128",1214128
177,-50,Sleep Token - Damocles,5,37,,1210685,"-156,519",7623327,"+1,210,685",7623327
178,+5,TV Girl - Lovers Rock,592,92,,1207057,"+14,366",3490317,"+1,207,057",781229416
179,+5,JENNIE - ExtraL (w/ Doechii),68,18,,1206162,"+14,645",8672548,"-142,596",130488226
180,+5,SZA - Saturn,347,12,,1202942,"+11,454",4700363,"+7,439",716107813
181,-5,Evanescence - Bring Me To Life,26,123,,1200130,"-15,067",7464578,"-27,095",32614446
182,-3,"Sachet-Parampara - Raanjhan (From ""Do Patti"") (w/ Parampara Tandon, Kausar Munir)",41,81,,1199674,"-9,610",8512247,"-120,429",56280908
183,-39,Katy Perry - Last Friday Night (T.G.I.F.),21,139,,1193998,"-112,349",8829649,"-35,078",26026164
184,RE,The Script - The Man Who Can't Be Moved,10,113,,1192619,,1192619,"+1,192,619",12752997
185,RE,Morgan Wallen - I'm The Problem,17,20,,1192453,,2381726,"+1,192,453",27973169
186,-5,Mitski - My Love Mine All Mine,549,2,(x4),1191871,"-4,792",3566213,"+25,840",1415328800
187,RE,Tito Double P - NADIE,158,32,,1187620,,7224837,"+17,280",301376505
188,-20,Lana Del Rey - Young And Beautiful,93,120,,1184247,"-40,665",7112859,"+14,482",111458417
189,-40,Lady Gaga - Just Dance (w/ Colby O'Donis),18,128,,1178668,"-95,600",8955081,"-95,092",22654988
190,-25,Rihanna - Breakin' Dishes,124,85,,1177376,"-53,302",8772158,"-66,293",183334063
191,RE,Lorde - Ribs,2,136,,1176848,,2506203,"+1,176,848",2506203
192,RE,The Kid LAROI - NIGHTS LIKE THIS,260,34,,1175079,,3553057,"+1,175,079",491897198
193,-57,Lana Del Rey - Summertime Sadness,856,74,,1174990,"-161,424",8942611,"-131,994",1117220327
194,+3,Shakira - Hips Don't Lie (w/ Wyclef Jean),197,63,,1174035,"+9,466",5980912,"+1,174,035",264609292
195,RE,Eminem - Without Me,1390,29,,1172569,,7275913,"+1,172,569",1728807570
196,RE,Coldplay - Adventure of a Lifetime,404,7,,1169702,,1169702,"+1,169,702",322371799
197,RE,"HUGEL - I Adore You (w/ Topic, Arash, Daecolm)",15,164,,1163642,,3598502,"+1,163,642",19040384
198,-20,Billie Eilish - lovely (w/ Khalid),2538,19,,1163251,"-49,937",8462903,"-21,980",3166051291
199,RE,Feid - LUNA (w/ ATL Jacob),511,7,,1162304,,7722275,"-166,028",1241447962
200,RE,FloyyMenor - PELIGROSA,223,23,,1159715,,1159715,"+1,159,715",370522071
