Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
1,=,Lady Gaga - Die With A Smile (w/ Bruno Mars),263,1,(x198),5744840,"+297,758",39693068,"+151,716",2368856095
2,=,Alex Warren - Ordinary,88,2,(x19),5425366,"+630,637",37173728,"+126,468",327056950
3,=,Billie Eilish - BIRDS OF A FEATHER,354,1,(x25),4835329,"+372,415",33379750,"-59,826",2456142441
4,=,ROSÉ - APT. (w/ Bruno Mars),200,1,(x28),3869047,"-64,664",28760606,"-95,318",1538960894
5,=,"W Sound - La Plena - W Sound 05 (w/ Beéle, Ovy On The Drums)",69,5,,3623757,"+277,181",27056530,"+171,138",211134075
6,=,Gracie Abrams - That’s So True,200,3,(x7),3500735,"+235,834",24765203,"-145,650",984423992
7,+2,Lady Gaga - Abracadabra,92,2,(x1),3453933,"+507,203",20798123,"+653,511",331870584
8,-1,JENNIE - like JENNIE,60,5,,3435754,"+184,201",24630435,"-187,866",224075300
9,+1,sombr - back to friends,49,9,,3345512,"+439,920",21503051,"+295,528",112665815
10,-2,Kendrick Lamar - luther,165,2,(x20),3273978,"+182,586",23924204,"-307,967",847039187
11,+3,Billie Eilish - WILDFLOWER,354,8,,3187945,"+348,484",20936120,"+120,893",1119588249
12,+5,sombr - undressed,40,12,,3101062,"+448,456",18862037,"+736,668",76739414
13,+3,Bad Bunny - DtMF,121,1,(x16),3095692,"+390,129",21507085,"+46,225",708920271
14,-2,Gigi Perez - Sailor Song,261,5,,3024437,"+156,992",21247060,"-179,128",930461520
15,-2,Benson Boone - Beautiful Things,473,1,(x35),3013942,"+154,295",21599223,"-15,020",2073934231
16,-5,Jimin - Who,291,1,(x20),2934285,"+42,700",20071338,"+21,138",1536356239
17,-2,Sabrina Carpenter - Espresso,389,1,(x32),2855717,"+149,119",20529839,"-114,756",2172316799
18,=,Lola Young - Messy,154,8,,2828803,"+220,862",20991553,"-163,402",548270871
19,+2,Ravyn Lenae - Love Me Not,48,19,,2768250,"+344,526",17393441,"+518,703",83918078
20,+3,Bad Bunny - BAILE INoLVIDABLE,121,3,(x1),2723968,"+358,719",18607812,"+200,434",541563292
21,-2,Alemán - Te Quería Ver (w/ Neton Vega),90,13,,2591268,"+85,128",19799462,"-374,946",249707302
22,+2,WizTheMc - Show Me Love (w/ bees & honey),62,17,,2559993,"+198,681",18878371,"-107,978",142295627
23,-1,Doechii - Anxiety,62,2,(x6),2525584,"+130,476",19093456,"-303,678",248297474
24,+3,Neton Vega - Morena (w/ Peso Pluma),80,23,,2506478,"+238,671",17601849,"+144,584",169922056
25,=,The Weeknd - Timeless (w/ Playboi Carti),221,2,(x1),2493658,"+178,815",18094160,"-212,138",812652032
26,+11,Lady Gaga - Poker Face,102,26,,2468051,"+446,649",13357480,"+887,706",142941090
27,+1,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",576,2,(x2),2459041,"+201,156",16815430,"+155,353",1717131866
28,+2,Kendrick Lamar - All The Stars (w/ SZA),697,2,(x14),2433422,"+221,085",17013353,"+18,884",1244341450
29,-9,NIKI - You'll Be in My Heart - Spotify Singles,44,15,,2405419,"-72,831",17856472,"-377,864",99538926
30,-1,"Chappell Roan - Good Luck, Babe!",392,5,,2402584,"+187,378",16915133,"-30,626",1475991827
31,-5,Drake - NOKIA,81,15,,2382339,"+104,746",17755982,"-353,568",217548580
32,+1,Lord Huron - The Night We Met,1008,15,,2359882,"+225,423",15513020,"+15,562",1786768784
33,-2,Teddy Swims - Lose Control,537,5,,2359267,"+155,093",17078731,"-49,973",1668514962
34,+9,Bad Bunny - EoO,121,9,,2247441,"+290,385",15708640,"+90,343",355590445
35,-1,Arctic Monkeys - I Wanna Be Yours,1034,11,,2200554,"+110,416",15116345,"-38,501",2480206619
36,+21,Lady Gaga - Judas,22,36,,2196678,"+458,368",11467980,"+899,397",31364221
37,-2,Kendrick Lamar - Not Like Us,365,1,(x10),2181560,"+108,448",16190375,"-173,762",1439691509
38,+3,The Marías - No One Noticed,178,32,,2180883,"+195,048",15397012,"-136,044",320024927
39,+5,Charli xcx - party 4 u,15,39,,2154870,"+221,711",14817931,"+40,987",29046225
40,-8,Fourtwnty - Mangu (w/ Charita Utami),16,32,,2153498,"+1,084",14123557,"+361,945",27179382
41,-1,The Goo Goo Dolls - Iris,599,27,,2147554,"+152,035",15721686,"-266,098",982449439
42,=,The Neighbourhood - Sweater Weather,1800,14,,2133690,"+173,085",14509649,"-10,065",3126616536
43,-5,ATLXS - PASSO BEM SOLTO - Slowed,40,35,,2130852,"+111,392",15326799,"-5,910",77193152
44,+5,Tate McRae - Sports car,102,14,,2128915,"+264,033",15167002,"-169,898",287265364
45,+5,Clave Especial - TU TU TU (w/ Edgardo Nuñez),24,42,,2116866,"+268,214",14487411,"+461,396",38052171
46,-7,Fuerza Regida - Por Esos Ojos,83,26,,2089296,"+87,265",15561914,"+148,137",164327948
47,-11,Chappell Roan - Pink Pony Club,262,18,,2074185,"+13,767",15518525,"-181,597",515535027
48,=,Hozier - Too Sweet,410,2,(x10),2070977,"+173,271",13898229,"+210,600",1448537990
49,-3,KAROL G - Si Antes Te Hubiera Conocido,319,4,,2063287,"+153,831",15012401,"+46,664",1165678889
50,+1,Fuerza Regida - ME JALO (w/ Grupo Frontera),130,38,,2024889,"+179,040",14745026,"-112,426",254414414
51,-4,The Police - Every Breath You Take,1299,34,,1997579,"+93,754",13933625,"+3,639",1580920932
52,+4,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),31,49,,1988699,"+181,550",13769658,"-66,242",49575492
53,-1,Sabrina Carpenter - Taste,256,2,(x3),1987091,"+143,673",14032400,"-86,928",1000855703
54,+14,Lady Gaga - Bad Romance,24,54,,1952719,"+339,009",10372118,"+791,620",30615584
55,-1,Alleh - capaz (merengueton) (w/ Yorghaki),135,34,,1946302,"+123,650",14718141,"+68,981",292018864
56,+3,Clave Especial - COMO CAPO (w/ Fuerza Regida),35,49,,1946259,"+222,238",13773395,"+204,974",57111430
57,-12,yung kai - blue,156,22,,1945156,"+30,403",13456903,"-123,794",363979913
58,+9,Bad Bunny - NUEVAYoL,121,5,,1908192,"+290,478",12891729,"+139,523",437506000
59,-4,Cup of Joe - Multo,31,24,,1906228,"+96,573",13364302,"-289,801",68415409
60,+16,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",121,8,,1891303,"+335,551",12672762,"+247,908",345848354
61,-8,"Tyler, The Creator - See You Again (w/ Kali Uchis)",793,13,,1887812,"+48,144",13396693,"-126,820",1563874939
62,-4,Coldplay - Yellow,1589,15,,1840917,"+106,382",13274939,"-135,351",2256739031
63,+11,KATSEYE - Gnarly,4,63,,1836846,"+269,391",6607713,"+1,836,846",6607713
64,+24,Bad Bunny - VOY A LLeVARTE PA PR,121,7,,1794869,"+313,634",12041952,"+249,877",381626799
65,+6,Arctic Monkeys - 505,1219,40,,1760580,"+168,452",12105227,"-20,867",1717991407
66,-6,FloyyMenor - Gata Only (w/ Cris Mj),449,2,(x1),1757973,"+65,831",13471603,"-90,225",1552386686
67,+8,Ariana Grande - we can't be friends (wait for your love),424,1,(x13),1755331,"+188,011",12039096,"-40,254",1368883402
