Position,Change,Artist and Title,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
20,+6,NIKI - You'll Be in My Heart - Spotify Singles,43,15,,2478250,"-25,311",18234336,"-331,584",97133507
21,+7,Ravyn Lenae - Love Me Not,47,21,,2423724,"-56,405",16874738,"+397,426",81149828
22,-3,Doechii - Anxiety,61,2,(x6),2395108,"-361,318",19397134,"-269,456",245771890
23,-3,Bad Bunny - BAILE INoLVIDABLE,120,3,(x1),2365249,"-373,461",18407378,"-88,478",538839324
24,-3,WizTheMc - Show Me Love (w/ bees & honey),61,17,,2361312,"-360,058",18986349,"-29,180",139735634
25,-1,The Weeknd - Timeless (w/ Playboi Carti),220,2,(x1),2314843,"-221,260",18306298,"-93,846",810158374
26,-1,Drake - NOKIA,80,15,,2277593,"-251,328",18109550,"-188,150",215166241
27,-4,Neton Vega - Morena (w/ Peso Pluma),79,23,,2267807,"-270,653",17457265,"-11,991",167415578
28,+6,"The Weeknd - One Of The Girls (w/ JENNIE, Lily-Rose Depp)",575,2,(x2),2257885,"-52,926",16660077,"-144,134",1714672825
29,+2,"Chappell Roan - Good Luck, Babe!",391,5,,2215206,"-214,431",16945759,"-120,131",1473589243
30,=,Kendrick Lamar - All The Stars (w/ SZA),696,2,(x14),2212337,"-222,202",16994469,"-108,098",1241908028
31,-4,Teddy Swims - Lose Control,536,5,,2204174,"-283,535",17128704,"-89,350",1666155695
32,+20,Fourtwnty - Mangu (w/ Charita Utami),15,32,,2152414,"+125,754",13761612,"+443,026",25025884
33,+8,Lord Huron - The Night We Met,1007,15,,2134459,"+19,315",15497458,"+89,254",1784408902
34,+11,Arctic Monkeys - I Wanna Be Yours,1033,11,,2090138,"+13,623",15154846,"-65,053",2478006065
35,-3,Kendrick Lamar - Not Like Us,364,1,(x10),2073112,"-281,035",16364137,"-151,466",1437509949
36,-3,Chappell Roan - Pink Pony Club,261,18,,2060418,"-286,836",15700122,"-98,868",513460842
37,+23,Lady Gaga - Poker Face,101,37,,2021402,"+145,249",12469774,"+508,533",140473039
38,-1,ATLXS - PASSO BEM SOLTO - Slowed,39,35,,2019460,"-186,671",15332709,"-64,992",75062300
39,-10,Fuerza Regida - Por Esos Ojos,82,26,,2002031,"-465,887",15413777,"+233,324",162238652
40,-1,The Goo Goo Dolls - Iris,598,27,,1995519,"-148,172",15987784,"-156,067",980301885
41,+5,The Marías - No One Noticed,177,32,,1985835,"-88,329",15533056,"-83,022",317844044
42,+9,The Neighbourhood - Sweater Weather,1799,14,,1960605,"-67,522",14519714,"+2,795",3124482846
43,-8,Bad Bunny - EoO,120,9,,1957056,"-353,655",15618297,"-128,994",353343004
44,+4,Charli xcx - party 4 u,14,42,,1933159,"-128,362",14776944,"+113,631",26891355
45,+17,yung kai - blue,155,22,,1914753,"+44,684",13580697,"-145,423",362034757
46,-10,KAROL G - Si Antes Te Hubiera Conocido,318,4,,1909456,"-354,882",14965737,"-40,598",1163615602
47,-3,The Police - Every Breath You Take,1298,34,,1903825,"-181,890",13929986,"+78,605",1578923353
48,-1,Hozier - Too Sweet,409,2,(x10),1897706,"-174,360",13687629,"+141,476",1446467013
49,-6,Tate McRae - Sports car,101,14,,1864882,"-231,223",15336900,"-237,640",285136449
50,-8,Clave Especial - TU TU TU (w/ Edgardo Nuñez),23,42,,1848652,"-263,375",14026015,"+101,246",35935305
51,-11,Fuerza Regida - ME JALO (w/ Grupo Frontera),129,38,,1845849,"-280,685",14857452,"-11,733",252389525
52,-2,Sabrina Carpenter - Taste,255,2,(x3),1843418,"-185,599",14119328,"-136,722",998868612
53,+5,"Tyler, The Creator - See You Again (w/ Kali Uchis)",792,13,,1839668,"-64,738",13523513,"+4,874",1561987127
54,-16,Alleh - capaz (merengueton) (w/ Yorghaki),134,34,,1822652,"-375,004",14649160,"-77,759",290072562
55,+14,Cup of Joe - Multo,30,24,,1809655,"+27,823",13654103,"-295,548",66509181
56,-2,Los Dareyes De La Sierra - Vita Fer (w/ Tito Double P),30,49,,1807149,"-168,806",13835900,"-72,640",47586793
57,+28,Lady Gaga - Judas,21,57,,1738310,"+122,357",10568583,"+512,227",29167543
58,+1,Coldplay - Yellow,1588,15,,1734535,"-149,260",13410290,"-11,051",2254898114
59,-10,Clave Especial - COMO CAPO (w/ Fuerza Regida),34,49,,1724021,"-326,702",13568421,"+74,235",55165171
60,-7,FloyyMenor - Gata Only (w/ Cris Mj),448,2,(x1),1692142,"-287,908",13561828,"-114,256",1550628713
61,-6,Shaboozey - A Bar Song (Tipsy),385,5,,1680358,"-256,744",12573256,"-21,184",1227219292
62,-6,"Jombriel - VITAMINA (w/ DFZM, Jøtta)",59,24,,1673908,"-260,752",14786705,"-534,194",115388802
63,-2,Coldplay - Viva La Vida,1010,27,,1660169,"-210,588",12851985,"-38,152",1576666702
64,+23,Jung Kook - Seven (w/ Latto),660,1,(x71),1645457,"+30,446",11547980,"+17,680",2102078452
65,+3,Neton Vega - Loco,129,14,,1618904,"-184,952",12749954,"-46,958",330467450
66,+10,d4vd - Feel It,96,43,,1617908,"-114,182",12492655,"-410,103",161140975
67,-10,Bad Bunny - NUEVAYoL,120,5,,1617714,"-288,449",12752206,"-98,640",435597808
68,+39,Lady Gaga - Bad Romance,23,68,,1613710,"+159,816",9580498,"+508,051",28662865
69,-4,Neton Vega - M&M,73,53,,1604656,"-211,688",12353766,"+3,426",126302902
70,-7,Teddy Swims - Bad Dreams,183,41,,1593943,"-273,079",13002226,"-101,305",326730801
71,+10,Arctic Monkeys - 505,1218,40,,1592128,"-75,658",12126094,"-100,347",1716230827
72,-6,Kendrick Lamar - tv off (w/ Lefty Gunplay),163,5,,1580604,"-235,604",12797867,"-105,734",519165024
73,-2,Tito Double P - TATTOO,66,21,,1574973,"-177,434",12656008,"-135,360",142641779
74,+19,KATSEYE - Gnarly,3,74,,1567455,+133,4770867,"+1,567,455",4770867
75,+14,Ariana Grande - we can't be friends (wait for your love),423,1,(x13),1567320,"-34,898",12079350,"-162,725",1367128071
76,-9,"Bad Bunny - VeLDÁ (w/ Omar Courtz, Dei V)",120,8,,1555752,"-254,381",12424854,"-70,883",343957051
77,+5,"Tyler, The Creator - Like Him (w/ Lola Young)",189,20,,1553402,"-95,241",10818677,"+277,543",410503008
78,-14,Lorde - What Was That,11,5,,1548460,"-308,590",15757230,"-1,003,523",28798845
79,-1,Tate McRae - Revolving door,73,18,,1547453,"-155,704",12738607,"-81,479",157008204
80,-10,Chrystal - The Days - NOTION Remix (w/ NOTION),119,49,,1534014,"-219,624",12104761,"+40,136",199826759
81,-6,Benson Boone - Sorry I'm Here For Someone Else,53,58,,1531719,"-201,703",12245549,"-82,551",81962384
82,+1,Lil Tecca - Dark Thoughts,52,18,,1516411,"-119,538",11924135,"-92,809",116286615
83,+1,The Weeknd - Starboy (w/ Daft Punk),1774,1,(x40),1502006,"-115,884",11097454,"+42,567",3066588389
84,-7,Esau Ortiz - Triple Lavada,27,69,,1498812,"-221,486",12044876,"-144,703",43631536
85,+3,Sabrina Carpenter - Please Please Please,332,1,(x19),1495610,"-109,693",11872646,"-194,047",1392083618
86,+26,Lady Gaga - Just Dance (w/ Colby O'Donis),23,86,,1481475,"+35,213",9486592,"+277,932",29688644
87,+18,Raim Laode - Lesung Pipi,22,72,,1481417,"+22,930",10098974,"-3,455",32431826
88,-15,Bad Bunny - VOY A LLeVARTE PA PR,120,7,,1481235,"-260,892",11792075,"-35,010",379831930
89,+8,Maanu - Jhol (w/ Annural Khalid),37,77,,1478200,"-56,133",10881867,"-64,732",55338259
90,-18,Rauw Alejandro - Qué Pasaría... (w/ Bad Bunny),171,13,,1476216,"-269,993",12021508,"-100,801",434094170
91,-17,Ed Sheeran - Azizam,27,27,,1466056,"-274,691",12132444,"-32,392",51359549
92,-13,Beéle - Mi Refe (w/ Ovy On The Drums),123,52,,1458721,"-236,636",11844048,"-87,331",230698875
93,+22,Cigarettes After Sex - Apocalypse,998,52,,1457829,"+25,073",10431277,"-11,018",1379314366
94,-14,Post Malone - I Had Some Help (Feat. Morgan Wallen) (w/ Morgan Wallen),359,1,(x1),1454678,"-226,137",11026163,"-28,967",1053358780
95,+7,Djo - End of Beginning,443,1,(x3),1450578,"-35,317",10993722,"-138,131",1397356397
96,+10,Jin - Running Wild,171,6,,1440681,"-13,465",9342599,"+54,265",350441477
97,+1,Radiohead - Creep,521,84,,1436255,"-94,574",11160898,"+3,179",699621455
98,+6,Kushagra - Finding Her (w/ Bharath),27,89,,1434965,"-46,094",10292088,"+83,548",38531827
99,-7,OneRepublic - Counting Stars,2182,31,,1416238,"-162,518",10602057,"-24,422",1932609409
100,+3,Fleetwood Mac - Dreams - 2004 Remaster,685,17,,1396728,"-87,354",10008633,"+26,861",760614523
101,-1,"Chuyin - Pika Pika (w/ Fuerza Regida, Jorsshh, Calle 24)",81,71,,1394860,"-114,251",9771838,"+122,759",118961496
102,-6,Myles Smith - Stargazing,294,14,,1377390,"-180,195",7256452,"+297,596",673473104
103,+19,Imogen Heap - Headlock,122,63,,1374586,"-10,564",9988573,"-87,460",192455553
104,+14,Tate McRae - greedy,553,1,(x34),1366832,"-50,046",10563437,"-91,952",1689236364
105,-19,Don Omar - Danza Kuduro (w/ Lucenzo),495,79,,1361055,"-254,656",10687435,"-23,204",669532522
106,+27,Arctic Monkeys - No. 1 Party Anthem,175,70,,1355614,"+19,081",9916657,"-83,272",274165044
107,+4,Vance Joy - Riptide,2267,16,,1351106,"-96,771",10136180,"-49,345",2184386773
108,+1,Ed Sheeran - Perfect,2755,3,(x1),1348870,"-102,100",10168554,"+6,139",3090078408
109,-14,The Chainsmokers - Something Just Like This (w/ Coldplay),1792,2,(x14),1348725,"-209,245",10522108,"+26,303",2163811658
110,-20,Fuerza Regida - COQUETA (w/ Grupo Frontera),16,87,,1340505,"-243,073",11128539,"+29,800",22523358
111,+5,Ed Sheeran - Shape of You,2500,1,(x98),1334694,"-93,825",10263639,"-81,528",3746480392
112,-18,Linkin Park - In the End,695,8,,1332537,"-234,284",10352839,"+197,151",912344306
113,-14,Gabito Ballesteros - 7 Dias (w/ Tito Double P),94,15,,1330394,"-181,154",10284319,"-112,642",196551756
114,+11,Tom Odell - Another Love,1479,11,,1327825,"-34,439",10053292,"-76,318",2562541177
115,+48,"Gracie Abrams - I Love You, I'm Sorry",279,15,,1327192,"+71,985",10102232,"-89,560",599869794
116,+16,Coldplay - The Scientist,660,79,,1317142,"-20,467",9958915,"+123,204",462329870
117,-3,The Weeknd - Blinding Lights,1980,1,(x82),1312858,"-127,127",9843763,"+14,224",4733129577
118,+41,V - Winter Ahead (w/ Park Hyo Shin),157,15,,1297088,"+27,888",8711613,"+59,414",277977346
119,-9,Sabrina Carpenter - Busy Woman,80,11,,1296306,"-154,416",10845170,"-150,986",160498079
120,-19,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",1004,57,,1291493,"-214,558",10106832,"-61,622",1263044240
121,+30,Billie Eilish - CHIHIRO,351,3,(x1),1262987,"-35,288",9558427,"-30,636",789777235
122,+14,Taylor Swift - Cruel Summer,818,2,(x18),1260689,"-68,289",9601077,"-99,882",2428772047
123,+1,Keane - Somewhere Only We Know,874,63,,1260212,"-113,791",9666634,"-83,420",1140407991
124,+7,The Weeknd - Die For You,1219,9,,1260066,"-79,814",9190992,"+20,929",2161382959
125,-34,Empire Of The Sun - We Are The People,58,89,,1258016,"-324,055",10054771,"+26,362",79813969
126,+20,SZA - Snooze,808,25,,1251944,"-56,194",9337114,"-152,679",1437992657
127,+22,Lana Del Rey - Summertime Sadness,861,74,,1250754,"-50,424",9078185,"+67,895",1123787108
128,+1,Katy Perry - Last Friday Night (T.G.I.F.),26,111,,1247791,"-103,306",9135860,"+36,952",32661679
129,-12,Oscar Maydon - Amigos? No. (w/ Neton Vega),54,88,,1247347,"-177,860",10101271,"-183,750",76155450
130,+10,One Direction - Night Changes,1117,6,,1243228,"-78,753",9653464,"-199,810",1385655466
131,+29,Ed Sheeran - Photograph,2039,13,,1238726,"-29,124",9290950,"+35,261",1480912071
132,+6,Bruno Mars - Just the Way You Are,898,27,,1236917,"-88,538",10770440,"-393,830",1248700887
133,-12,Journey - Don't Stop Believin' (2022 Remaster),347,61,,1226680,"-167,267",9265944,"-52,686",516916180
134,-4,Charli xcx - Guess featuring billie eilish (w/ Billie Eilish),267,3,(x1),1225876,"-123,674",9538715,"-75,421",575863363
135,-12,Gorillaz - Feel Good Inc,155,94,,1225547,"-155,534",9252608,"+1,225,547",214718227
136,-2,Hozier - Take Me To Church,2016,1,(x30),1209130,"-122,696",9358286,"-70,208",1896642006
137,-17,Natasha Bedingfield - Unwritten,379,14,,1208077,"-191,939",9395359,"-58,219",698533132
138,+42,Chase Atlantic - Swim,211,46,,1205523,"+4,306",8786279,"-60,082",306416262
139,-26,Xavi - En Privado (w/ Manuel Turizo),46,77,,1204976,"-237,216",9704178,"-60,479",65065060
140,-21,"Pitbull - Give Me Everything (w/ Ne-Yo, AFROJACK, Nayer)",264,58,,1195753,"-210,985",9639155,"-86,310",371199370
141,+9,Neton Vega - Chiquita (w/ Tito Double P),27,139,,1193836,"-106,677",8742515,"-17,596",32973684
142,+20,Maroon 5 - Payphone (w/ Wiz Khalifa),432,63,,1190482,"-65,895",7614016,"+66,021",405033814
143,-1,Harry Styles - As It Was,1121,1,(x81),1185427,"-134,059",9151786,"-3,267",3793059824
144,-5,Don Toliver - No Pole,173,58,,1177475,"-144,961",9261043,"+4,833",278433731
145,+2,The Killers - Mr. Brightside,1363,59,,1176625,"-129,543",9069338,"+8,307",1143446644
146,+15,Kendrick Lamar - Money Trees (w/ Jay Rock),481,31,,1175602,"-90,669",8988016,"+22,021",614748574
147,+8,Alex Warren - Carry You Home,87,85,,1172328,"-116,021",5151645,"+1,172,328",117033289
148,+10,Afusic - Pal Pal (w/ AliSoomroMusic),19,128,,1170025,"-100,671",8667454,"-8,815",23583864
149,+47,Billie Eilish - lovely (w/ Khalid),2542,19,,1168948,+790,7172734,"+46,872",3170847586
150,+41,d4vd - Here With Me,510,13,,1166300,"-16,069",6129398,"-96,467",914381809
151,-16,Linkin Park - Numb,416,12,,1159890,"-169,261",9749221,"-42,591",620821587
152,RE,Coldplay - Sparks,254,82,,1156317,,7407152,"+64,745",320834551
153,-5,Oscar Maydon - Tu Boda (w/ Fuerza Regida),215,4,,1156302,"-148,314",8899647,"-45,186",569850987
154,-26,Coldplay - A Sky Full of Stars,948,10,,1153065,"-201,882",9017230,"+1,153,065",657406365
155,+1,Nirvana - Smells Like Teen Spirit - Remastered,410,98,,1151097,"-133,023",9108086,"-14,055",393443593
156,-2,Bruno Mars - Locked out of Heaven,1284,21,,1144831,"-145,316",10154651,"-482,581",1582267892
157,RE,Lady Gaga - Shallow (w/ Bradley Cooper),1260,2,(x6),1141032,,1141032,"+1,141,032",1708897835
158,-31,Danilo e Davi - Apaga Apaga Apaga - Ao Vivo,3,127,,1133032,"-223,572",3813120,"+1,133,032",3813120
159,RE,Rihanna - Breakin' Dishes,128,85,,1132943,,7261548,"-94,982",188187557
160,+25,Malcolm Todd - Chest Pain (I Love),28,53,,1132631,"-60,887",4741048,"+1,132,631",40539561
161,+26,j-hope - MONA LISA,45,12,,1132420,"-58,927",8678377,"-79,439",83222329
162,-9,"WizTheMc - Show Me Love (w/ bees & honey, Tyla)",6,136,,1132026,"-164,464",7679989,"+1,132,026",7679989
163,-19,Morgan Wallen - I Ain't Comin' Back (w/ Post Malone),17,18,,1129142,"-187,189",9346834,"-93,932",26177458
164,RE,Cigarettes After Sex - Cry,112,118,,1127771,,3567558,"+14,598",146539578
165,-57,Maroon 5 - Priceless (w/ LISA),3,31,,1127283,"-326,319",5062241,"+1,127,283",5062241
166,RE,TV Girl - Lovers Rock,593,92,,1125968,,3525716,"+35,399",782355384
167,-22,Benson Boone - Mystical Magical,10,40,,1125537,"-186,006",10139712,"-302,958",15344493
168,+2,JENNIE - ExtraL (w/ Doechii),73,18,,1120415,"-114,128",8587549,"+18,949",136678096
169,+2,Feid - LUNA (w/ ATL Jacob),516,7,,1119812,"-114,291",7531624,"+23,265",1247817282
170,+6,Ariana Grande - twilight zone,38,3,(x1),1115496,"-100,270",9489468,"-201,177",87369738
171,-34,Teddy Swims - The Door,233,88,,1113719,"-214,059",8859712,"-60,142",322453298
172,RE,Frank Ocean - Pink + White,716,52,,1106902,,4909444,"-10,271",1030567602
173,+10,Tears For Fears - Everybody Wants To Rule The World,783,80,,1104361,"-92,029",5875790,"-40,431",975907770
174,-17,Bad Bunny - KLOuFRENS,120,18,,1095953,"-176,839",8841577,"-54,282",234911775
175,RE,Mitski - My Love Mine All Mine,550,2,(x4),1093307,,3481841,"-84,372",1416422107
176,-11,Tyla - PUSH 2 START,104,52,,1091717,"-156,769",7416694,"-20,123",162443652
177,+4,Lorde - Ribs,7,136,,1091543,"-108,747",7410379,"+1,091,543",8739734
178,+15,Chezile - Beanie,150,53,,1087706,"-87,740",4691293,"-40,898",234431346
179,-53,"Adam Port - Move (w/ Stryv, Keinemusik, Orso, Malachiii)",186,17,,1086545,"-272,087",7807889,"+1,086,545",380212765
180,+12,The Chainsmokers - Closer (w/ Halsey),1555,1,(x82),1084887,"-93,559",7459150,"-68,769",1951068007
181,-17,a-ha - Take on Me,443,36,,1079101,"-173,054",4817906,"+1,079,101",597311736
182,+4,Leon Thomas - MUTT,30,106,,1077712,"-113,972",8563329,"-87,192",38536990
183,-5,Victor Valverde - El Mayor De Los Ranas (w/ JR Torres),67,88,,1077440,"-126,351",3439231,"-111,492",92743354
184,-17,French Montana - Unforgettable (w/ Swae Lee),862,3,(x8),1076595,"-161,748",7169767,"+1,076,595",1303375181
185,+12,MXZI - MONTAGEM TOMADA - Slowed,15,147,,1073257,"-94,506",4655797,"+1,073,257",18465506
186,RE,Olivia Rodrigo - traitor,589,7,,1072779,,3498459,"-56,038",1038965055
187,-15,Rauw Alejandro - Khé? (w/ Romeo Santos),171,21,,1072604,"-156,751",8782637,"-83,692",366968382
188,-15,J Balvin - LA CANCIÓN (w/ Bad Bunny),809,16,,1072588,"-147,582",6232498,"-31,977",994819139
189,RE,Arctic Monkeys - Do I Wanna Know?,1344,69,,1071587,,4709003,"+1,071,587",1111453211
190,+4,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),2212,1,(x16),1071192,"-103,952",5847265,"-49,208",3496244564
191,-16,Guns N' Roses - Sweet Child O' Mine,167,94,,1069765,"-146,524",7233147,"-22,942",161947896
192,+8,Evanescence - Bring Me To Life,31,123,,1065760,"-97,305",8440066,"+1,065,760",38639185
193,-25,Jessie Murph - Blue Strips,7,127,,1062993,"-174,366",8711996,"+1,062,993",8711996
194,-12,Avicii - Wake Me Up,1124,4,,1062589,"-134,077",6071696,"+1,062,589",812708572
195,RE,Lana Del Rey - Young And Beautiful,96,120,,1060877,,5862409,"-34,599",114911667
196,-53,Danny Ocean - Imagínate (w/ Kapo),129,37,,1060292,"-258,222",8797324,"-37,702",206781735
197,RE,Lewis Capaldi - Someone You Loved,2222,4,,1059125,,2224911,"+1,059,125",3696080021
198,RE,Blood Orange - Champagne Coast,5,165,,1059093,,4765132,"+1,059,093",5968949
199,-58,Diego & Victor Hugo - Tubarões - Ao Vivo,19,116,,1050714,"-270,329",3590000,"+1,050,714",23885148
200,-10,Eminem - Without Me,1395,29,,1050395,"-136,022",7146441,"-41,303",1734781442
