Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
37,-1,Chappell Roan,Pink Pony Club,,251,18,,2325727,"+35,901",16005184,"-109,863",490810854
38,+3,sombr,undressed,,29,38,,2319310,"+143,509",13884448,"+328,263",49199508
39,-1,Lord Huron,The Night We Met,,997,15,,2299813,"+39,811",14930833,"+105,271",1762554349
40,-1,The Marías,No One Noticed,,167,32,,2246969,"-12,806",15416893,"-204,658",295908215
41,-4,Arctic Monkeys,I Wanna Be Yours,,1023,11,,2238941,"-30,665",15105990,"+17,677",2456308551
42,=,ATLXS,PASSO BEM SOLTO - Slowed,,29,40,,2230590,"+88,214",14737499,"+30,640",53113331
43,=,Alleh,capaz (merengueton),Yorghaki,124,34,,2226689,"+102,116",14797929,"-130,255",268915323
44,=,KAROL G,Si Antes Te Hubiera Conocido,,308,4,,2166246,"+43,290",14627779,"-14,135",1142306447
45,-5,The Neighbourhood,Sweater Weather,,1789,14,,2155702,"-37,531",14519655,"-36,333",3103792410
46,-1,Sabrina Carpenter,Taste,,245,2,3,2102586,"+16,920",14730098,"-277,964",978359192
47,+2,Ravyn Lenae,Love Me Not,,37,47,,2036542,"+83,498",12682117,"+196,828",58157206
48,-1,yung kai,blue,,145,22,,2022510,"+42,949",14079709,"-13,947",342395831
49,-3,The Police,Every Breath You Take,,1288,34,,1989104,"-70,063",13699782,"+59,316",1559136999
50,-2,Kendrick Lamar,tv off,Lefty Gunplay,153,5,,1965153,"-8,798",13495683,"-185,745",500760984
51,+6,Neton Vega,Loco,,119,14,,1954401,"+90,057",12938873,"-103,238",312218751
52,+4,"Tyler, The Creator",See You Again,Kali Uchis,782,13,,1934168,"+60,605",13060418,"+32,726",1542848863
53,=,Teddy Swims,Bad Dreams,,173,41,,1919115,"+24,638",13216974,"-112,771",307965113
54,-4,Coldplay,Yellow,,1578,15,,1914621,"-17,093",13160933,"-140,962",2236034269
55,+6,Rauw Alejandro,Qué Pasaría...,Bad Bunny,161,13,,1906538,"+62,228",12193306,"+22,719",416693017
56,-1,FloyyMenor,Gata Only,Cris Mj,438,2,1,1899891,"+17,151",13217507,"-54,754",1531319759
57,+8,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",110,8,,1888281,"+61,502",12590927,"-39,267",326029105
58,=,Hozier,Too Sweet,,399,2,10,1887850,"+30,601",12801963,"-129,950",1427145297
59,-7,d4vd,Feel It,,86,51,,1885844,"-26,969",12843592,"-39,072",142408975
60,-9,Fuerza Regida,ME JALO,Grupo Frontera,119,38,,1885650,"-43,983",13171532,"-245,118",231688402
61,+2,Ariana Grande,we can't be friends (wait for your love),,413,1,13,1881047,"+47,386",12363676,"-6,585",1349811211
62,-8,Fuerza Regida,Por Esos Ojos,,72,34,,1873471,"-16,683",12594238,"-227,166",141204553
63,+6,Lil Tecca,Dark Thoughts,,42,18,,1869521,"+111,281",12463779,"-110,208",99068980
64,-4,Bad Bunny,VOY A LLeVARTE PA PR,,110,7,,1867575,"+15,936",12644771,"-157,429",362758617
65,-3,Tate McRae,Revolving door,,63,18,,1863541,"+22,986",12258487,"+205,753",138841334
66,-7,Tito Double P,TATTOO,,56,21,,1858396,"+2,471",12736533,"-114,561",124497026
67,=,Beéle,Mi Refe,Ovy On The Drums,113,52,,1854088,"+53,470",12013240,"-3,858",213539995
68,+7,Charli xcx,party 4 u,,4,68,,1851718,"+140,367",6399307,"+1,851,718",6399307
69,-5,Bad Bunny,NUEVAYoL,,110,5,,1842930,"+13,360",12831483,"-282,869",417106554
70,+1,Neton Vega,M&M,,63,53,,1833334,"+82,369",12212413,"-97,501",108708063
71,+14,Gracie Abrams,"I Love You, I'm Sorry",,269,15,,1801634,"+161,274",10756593,"+164,664",585423530
72,-2,Esau Ortiz,Triple Lavada,,17,70,,1799295,"+46,559",11553086,"+214,127",26296045
73,+8,Benson Boone,Sorry I'm Here For Someone Else,,43,70,,1796294,"+119,918",11591986,"-27,122",64262960
74,-8,Sabrina Carpenter,Please Please Please,,322,1,19,1789505,"-19,906",12701962,"-188,215",1374845215
75,-2,Arctic Monkeys,505,,1208,40,,1786026,"+47,345",11811327,"+48,684",1698971820
76,-8,Coldplay,Viva La Vida,,1000,27,,1770868,"+1,805",12206423,"-113,793",1558538033
77,=,Shaboozey,A Bar Song (Tipsy),,375,5,,1730067,"+26,239",11844046,"-115,339",1209261556
78,-2,Bruno Mars,Just the Way You Are,,888,27,,1705018,-324,11613970,"-31,254",1232889458
79,+4,Jung Kook,Seven,Latto,650,1,71,1703094,"+45,927",11260099,"+52,412",2085631031
80,+9,The Weeknd,Starboy,Daft Punk,1764,1,40,1700051,"+111,118",10864356,"+94,201",3050847934
81,-2,Djo,End of Beginning,,433,1,3,1682346,"-4,311",10925243,"+26,089",1381536979
82,+10,Chrystal,The Days - NOTION Remix,NOTION,109,49,,1664845,"+97,116",10560579,"+18,189",182894285
83,-5,Lady Gaga,Poker Face,,91,64,,1658716,"-28,590",11567532,"-211,542",123150211
84,=,Morgan Wallen,I Ain't Comin' Back,Post Malone,7,18,,1656468,"+9,343",12570276,"+1,656,468",12570276
85,-3,Los Dareyes De La Sierra,Vita Fer,Tito Double P,20,82,,1645513,"-15,516",10813310,"+116,894",28110254
86,=,Sabrina Carpenter,Busy Woman,,70,11,,1640609,"+1,289",11278171,"-210,110",144981017
87,-7,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,349,1,1,1630299,"-56,193",11465306,"-81,543",1037573326
88,=,Clave Especial,COMO CAPO,Fuerza Regida,24,77,,1603912,"+8,792",10792296,"-127,188",36574576
89,+1,Radiohead,Creep,,511,84,,1601744,"+25,570",10679774,"-11,135",683896062
90,-3,Tate McRae,greedy,,543,1,34,1595821,"-13,704",10467071,"-33,235",1674165168
91,-17,Ariana Grande,twilight zone,,28,3,1,1590294,"-128,014",11787159,"-380,919",73521904
92,+22,Gabito Ballesteros,7 Dias,Tito Double P,84,15,,1588279,"+177,013",10550825,"-67,788",181612336
93,-2,Maanu,Jhol,Annural Khalid,27,77,,1559539,"-11,148",10951927,"-39,457",39751461
94,+7,Linkin Park,Numb,,406,12,,1558763,"+100,276",9592230,"+8,760",606957979
95,+29,Addison Rae,Headphones On,,6,95,,1525073,"+143,449",7770616,"+1,525,073",7770616
96,-2,Raim Laode,Lesung Pipi,,12,72,,1524763,"-16,368",10835295,"+116,734",17961155
97,-1,Arctic Monkeys,No. 1 Party Anthem,,165,70,,1520504,"+17,728",9957600,"+45,522",259975797
98,-26,Bruno Mars,Locked out of Heaven,,1274,21,,1517017,"-232,444",10957171,"-230,061",1567092074
99,+4,Oscar Maydon,Amigos? No.,Neton Vega,44,88,,1513358,"+64,393",9605830,"+121,177",61467183
100,-3,OneRepublic,Counting Stars,,2172,31,,1509912,"+18,227",10070334,"-1,805",1917633885
101,+26,The Chainsmokers,Something Just Like This,Coldplay,1782,2,14,1509485,"+132,277",9811054,"+5,703",2149069334
102,-9,Cigarettes After Sex,Apocalypse,,988,52,,1508069,"-49,141",10494967,"+12,757",1364522860
103,-3,Charli xcx,Guess featuring billie eilish,Billie Eilish,257,3,1,1498687,"+28,593",9807719,"-86,213",562059256
104,-5,Imogen Heap,Headlock,,112,63,,1493685,"+20,908",10280178,"-77,386",178042968
105,+16,Fourtwnty,Mangu,Charita Utami,5,105,,1486651,"+96,933",6497057,"+1,486,651",6497057
106,+16,Leon Thomas,MUTT,,20,106,,1486417,"+102,458",9382972,"+35,401",26112421
107,+2,Tom Odell,Another Love,,1469,11,,1484105,"+57,626",9774296,"+43,485",2547990953
108,-6,Vance Joy,Riptide,,2257,16,,1471843,"+15,914",10008320,"-45,259",2169925246
109,+10,The Weeknd,Blinding Lights,,1970,1,82,1470655,"+73,830",9687890,"+23,046",4719112114
110,+8,Clave Especial,TU TU TU,Edgardo Nuñez,13,104,,1465678,"+62,030",9101269,"-10,136",17020108
111,-7,Billie Eilish,CHIHIRO,,341,3,1,1460655,"+14,936",9563933,-351,776086870
112,+13,Rauw Alejandro,Khé?,Romeo Santos,161,21,,1456584,"+75,038",9264769,"+38,758",354191511
113,-7,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",994,57,,1454316,"+17,460",9504109,"+19,701",1248708833
114,+9,Don Omar,Danza Kuduro,Lucenzo,485,79,,1448085,"+66,055",9639030,"+20,019",654379632
115,-17,Empire Of The Sun,We Are The People,,48,89,,1436751,"-44,160",9748032,"-37,773",65724089
116,-11,Coldplay,The Scientist,,650,79,,1433951,"-3,917",9837635,"-141,341",448319359
117,+3,Ed Sheeran,Perfect,,2745,3,1,1433127,"+37,726",9577935,"+58,496",3075671403
118,-2,Hozier,Take Me To Church,,2006,1,30,1427878,"+19,377",9245326,"+62,806",1883333714
119,+15,Linkin Park,In the End,,685,8,,1425315,"+71,166",8782516,"+25,774",898093363
120,+29,Ed Sheeran,Azizam,,17,27,,1420644,"+123,414",4060697,"-665,046",34247941
121,+26,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",254,58,,1420582,"+113,878",9320187,"+16,979",357367977
122,+6,Bad Bunny,KLOuFRENS,,110,18,,1411459,"+47,246",9051306,"+62,062",222109718
123,-11,Ed Sheeran,Shape of You,,2490,1,98,1410485,"-3,859",9915926,"+59,267",3731653332
124,-16,One Direction,Night Changes,,1107,6,,1409689,"-17,005",9584431,"+139,439",1371787823
125,-15,Selena Gomez,Ojos Tristes,benny blanco,34,54,,1404692,"-16,201",9729612,"-182,767",57248201
126,-15,Keane,Somewhere Only We Know,,864,63,,1401735,"-14,813",9153929,"+20,190",1126597313
127,+2,Don Toliver,No Pole,,163,58,,1398385,"+35,685",9219441,"-75,558",265373186
128,-21,Kushagra,Finding Her,Bharath,17,89,,1391117,"-37,353",10046777,"+21,787",24090200
129,-16,j-hope,MONA LISA,,35,12,,1390115,"-21,856",9881046,"-241,946",70685509
130,+9,"Tyler, The Creator",Like Him,Lola Young,179,20,,1388666,"+45,410",9536101,"-52,310",395705539
131,-16,Lady Gaga,Judas,,11,110,,1382684,"-25,843",9260555,"-71,972",14686721
132,-15,SZA,Snooze,,798,25,,1376014,"-27,910",9296570,"+21,865",1424488086
133,-38,Bruno Mars,When I Was Your Man,,1204,28,,1373622,"-141,992",9533944,"+5,667",1291793675
134,+1,Tito Double P,DOS DÍAS,Peso Pluma,237,24,,1371571,"+17,934",9199795,"+143,343",462094114
135,+9,Bruno Mars,That's What I Like,,992,5,,1360440,"+36,641",9026521,"-14,728",1378561161
136,-10,Feid,LUNA,ATL Jacob,507,7,,1360215,"-18,792",8961893,"-19,869",1236464909
137,=,Fleetwood Mac,Dreams - 2004 Remaster,,675,17,,1358587,"+9,720",9805758,"+15,550",746472930
138,-8,Natasha Bedingfield,Unwritten,,369,14,,1351530,"-9,271",9202272,"-110,908",685107146
139,+13,Neton Vega,Chiquita,Tito Double P,17,139,,1349414,"+61,269",8335951,"+1,349,414",20446584
140,+2,The Weeknd,Die For You,,1209,9,,1341660,"+11,322",9219331,"+4,393",2148285215
141,-9,Jin,Running Wild,,161,6,,1340312,"-16,744",9674493,"+42,416",337055930
142,+29,Danny Ocean,Imagínate,Kapo,119,37,,1338555,"+109,260",8586970,"-23,555",194129988
143,-3,Taylor Swift,Cruel Summer,,808,2,18,1337448,"-5,415",9318353,"-88,193",2415064266
144,-6,Nirvana,Smells Like Teen Spirit - Remastered,,400,98,,1334083,"-12,505",8831690,"+5,225",380463049
145,+1,Lady Gaga,Just Dance,Colby O'Donis,13,128,,1328077,"+13,898",8820150,"+5,099",16342163
146,-15,Ed Sheeran,Photograph,,2029,13,,1327292,"-33,232",8885923,"+64,765",1467805744
147,-2,The Killers,Mr. Brightside,,1353,59,,1326153,"+11,445",8891349,"-20,551",1130559585
148,-7,JENNIE,ExtraL,Doechii,63,18,,1318331,"-14,581",9062966,"-114,978",124466921
149,+17,Billie Eilish,lovely,Khalid,2533,19,,1314202,"+75,538",8357174,"+82,259",3160141254
150,+4,Teddy Swims,The Door,,223,88,,1313893,"+32,767",8856787,"-77,716",309743841
151,+7,Harry Styles,As It Was,,1111,1,81,1312687,"+37,071",8673657,"+41,875",3780111824
152,-19,Lana Del Rey,Summertime Sadness,,851,74,,1312378,"-44,086",8859583,"+71,608",1110946558
153,-17,Oscar Maydon,Tu Boda,Fuerza Regida,205,4,,1303516,"-47,186",8875070,"-78,785",557147950
154,-11,Kendrick Lamar,Money Trees,Jay Rock,471,31,,1303397,"-21,012",8806374,"-50,044",601997721
155,+5,Evanescence,Bring Me To Life,,22,123,,1300101,"+32,693",6082260,"+60,321",27717377
156,+5,The Chainsmokers,Closer,Halsey,1546,1,82,1293299,"+31,097",5982165,"+1,293,299",1939965793
157,+11,Xavi,En Privado,Manuel Turizo,36,77,,1292220,"+57,578",8874321,"-158,010",51283261
158,+15,Eminem,Without Me,,1386,29,,1283682,"+55,874",5900761,"+19,498",1724043147
159,-9,Doechii,DENIAL IS A RIVER,,112,16,,1275144,"-21,867",8812529,"-114,259",252434131
160,+32,Katy Perry,Last Friday Night (T.G.I.F.),,16,142,,1275046,"+93,952",8546653,"+28,267",19652655
161,+8,The Walters,I Love You So,,1067,18,,1274862,"+43,346",8558560,"-45,957",1521896138
162,+27,DJ Snake,Let Me Love You,Justin Bieber,518,2,7,1272810,"+82,705",5925035,"+1,272,810",901403614
163,+9,Coldplay,A Sky Full of Stars,,939,10,,1272064,"+43,134",8593316,"-114,070",645846132
164,+31,Twenty One Pilots,Stressed Out,,893,5,,1265358,"+88,262",7051416,"+46,017",895939213
165,-3,Journey,Don't Stop Believin' (2022 Remaster),,337,61,,1262554,"+1,231",8933456,"-91,097",503520306
166,RE,Imagine Dragons,Believer,,2837,15,,1259482,,1259482,"+1,259,482",3169811939
167,+15,Tyla,PUSH 2 START,,95,52,,1255709,"+52,651",7263812,"+26,097",151360939
168,+20,Morgan Wallen,Just In Case,,35,83,,1253318,"+62,369",8658651,"-200,151",48798909
169,-18,Rihanna,Breakin' Dishes,,119,85,,1253278,"-36,930",8539969,"-122,193",177105391
170,-11,Afusic,Pal Pal,AliSoomroMusic,9,128,,1252251,"-18,260",8807745,"+13,998",11243519
171,-23,Fuerza Regida,COQUETA,Grupo Frontera,6,148,,1249136,"-50,632",7301219,"+1,249,136",7301219
172,-16,d4vd,Here With Me,,502,13,,1246451,"-33,025",4967583,"+1,246,451",904457520
173,+23,Olivia Rodrigo,traitor,,585,7,,1238579,"+61,929",2415229,"+1,238,579",1034337779
174,+1,Maroon 5,Payphone,Wiz Khalifa,424,63,,1238501,"+25,163",5878400,"+6,597",395149331
175,-12,Chase Atlantic,Swim,,201,46,,1237582,"-15,444",8648653,"-80,552",293806564
176,-21,Gorillaz,Feel Good Inc,,146,94,,1235483,"-45,393",8364909,"-42,076",203065109
177,+7,Alex Warren,Carry You Home,,83,85,,1230508,"+30,614",4788249,"-43,593",111881644
178,-25,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",36,81,,1226771,"-61,108",9116456,"-172,836",50283311
179,+6,Nirvana,Come As You Are - Remastered,,8,179,,1224594,"+31,137",5881994,"+22,194",9485213
180,+6,Arctic Monkeys,Do I Wanna Know?,,1339,69,,1221371,"+29,199",4721973,"+12,387",1105516289
181,RE,J Balvin,LA CANCIÓN,Bad Bunny,801,16,,1219610,,1219610,"+1,219,610",984879729
182,-5,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2206,1,16,1218484,"+5,677",7072968,"+4,863",3489276899
183,-13,Kendrick Lamar,HUMBLE.,,790,1,7,1218436,"-10,880",2447752,"+9,379",1160328765
184,-27,Benson Boone,Slow It Down,,342,26,,1217718,"-61,435",7359686,"-172,227",670969685
185,-21,Tito Double P,NADIE,,154,32,,1217581,"-31,107",8349053,"-107,870",296617937
186,+12,Victor Valverde,El Mayor De Los Ranas,JR Torres,61,88,,1214868,"+45,527",7161555,"-136,200",85530997
187,-22,Frank Ocean,Pink + White,,709,52,,1211648,"-30,082",8274284,"-19,007",1022143854
188,-10,Malcolm Todd,Chest Pain (I Love),,24,53,,1211380,"+1,561",8958705,"-304,840",35798513
189,-10,V,Winter Ahead,Park Hyo Shin,147,15,,1210666,"+5,721",8698359,"-27,922",265497823
190,+1,Cigarettes After Sex,Cry,,108,118,,1209514,"+26,140",3528025,"+1,209,514",141858847
191,-24,Lady Gaga,Bad Romance,,13,118,,1207775,"-30,374",8557250,"-175,057",15523482
192,+8,Sabrina Carpenter,Bed Chem,,243,9,,1205966,"+42,978",8246870,"-122,769",544313984
193,-3,Playboi Carti,RATHER LIE,The Weeknd,42,3,1,1194899,"+9,228",8302094,"-168,992",103613638
194,-14,Earl Agustin,Tibok,,42,42,,1194713,"-10,029",7256492,"-42,082",68295465
195,RE,Guns N' Roses,Sweet Child O' Mine,,158,94,,1191117,,3466839,"-22,482",151151451
196,RE,Lana Del Rey,Cinnamon Girl,,10,70,,1189916,,2249143,"+1,189,916",9095256
197,RE,Morgan Wallen,I'm The Problem,,16,20,,1189273,,3623884,"+1,189,273",26780716
198,+1,BigXthaPlug,All The Way,Bailey Zimmerman,21,69,,1186612,"+20,257",8474285,"-104,916",27069236
199,-12,The Kid LAROI,NIGHTS LIKE THIS,,259,34,,1186454,"-5,070",2377978,"+1,186,454",490722119
200,RE,French Montana,Unforgettable,Swae Lee,856,3,8,1183946,,2333767,"+1,183,946",1296205414
