Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
20,+2,sombr,back to friends,,37,20,,2837460,"+63,384",17807617,"+297,595",77054837
21,=,Tate McRae,Sports car,,90,14,,2822204,"+35,777",19138045,"-74,303",259794958
22,-2,The Weeknd,Timeless,Playboi Carti,209,2,1,2799714,"-20,198",19357180,"-34,578",781122518
23,=,Bad Bunny,BAILE INoLVIDABLE,,109,3,1,2782411,"+27,380",19417436,"-85,296",509454048
24,=,Drake,NOKIA,,69,15,,2648234,"-83,748",19280726,"-174,812",186384688
25,+1,The Weeknd,One Of The Girls,"JENNIE, Lily-Rose Depp",564,2,2,2588408,"+11,580",17381066,"+144,108",1688138816
26,+1,Kendrick Lamar,All The Stars,SZA,685,2,14,2559962,"-14,464",17373690,"+6,366",1214978868
27,-2,WizTheMc,Show Me Love,bees & honey,50,20,,2558556,"-32,456",18384332,"-142,317",110090169
28,=,Chappell Roan,"Good Luck, Babe!",,380,5,,2509531,"-49,077",17360417,"+67,060",1446592746
29,+3,Teddy Swims,Lose Control,,525,5,,2504430,"+89,666",16997049,"+94,340",1639041046
30,-1,Kendrick Lamar,Not Like Us,,353,1,10,2492630,"+7,937",17432989,"-68,496",1411342349
31,=,Neton Vega,Morena,Peso Pluma,68,24,,2489465,"+73,606",16614198,"+71,045",140055545
32,+1,The Goo Goo Dolls,Iris,,587,29,,2434587,"+27,276",15746568,"+210,316",955030855
33,+3,Bad Bunny,EoO,,109,9,,2411158,"+85,990",15943274,"+174,608",328228322
34,-4,Cup of Joe,Multo,,19,24,,2398315,"-61,912",16491421,"-110,453",43978174
35,-1,Jombriel,VITAMINA,"DFZM, Jøtta",48,32,,2392393,"+48,713",15816205,"+103,194",90627517
36,+1,Chappell Roan,Pink Pony Club,,250,18,,2289826,"-13,399",16115047,"+33,408",488485127
37,+1,Arctic Monkeys,I Wanna Be Yours,,1022,11,,2269606,"+10,300",15088313,"+157,561",2454069610
38,+1,Lord Huron,The Night We Met,,996,15,,2260002,"+21,874",14825562,"+171,994",1760254536
39,-4,The Marías,No One Noticed,,166,32,,2259775,"-72,987",15621551,"-53,704",293661246
40,+5,The Neighbourhood,Sweater Weather,,1788,14,,2193233,"+112,997",14555988,"+110,269",3101636708
41,+2,sombr,undressed,,28,41,,2175801,"+44,533",13556185,"+296,795",46880198
42,=,ATLXS,PASSO BEM SOLTO - Slowed,,28,40,,2142376,"-5,485",14706859,"+84,585",50882741
43,-2,Alleh,capaz (merengueton),Yorghaki,123,34,,2124573,"-41,582",14928184,"-67,598",266688634
44,+2,KAROL G,Si Antes Te Hubiera Conocido,,307,4,,2122956,"+60,105",14641914,"+102,695",1140140201
45,-5,Sabrina Carpenter,Taste,,244,2,3,2085666,"-112,977",15008062,"-144,370",976256606
46,+1,The Police,Every Breath You Take,,1287,34,,2059167,"+39,754",13640466,"+261,436",1557147895
47,-3,yung kai,blue,,144,22,,1979561,"-119,787",14093656,"-63,791",340373321
48,=,Kendrick Lamar,tv off,Lefty Gunplay,152,5,,1973951,"-1,415",13681428,"-50,046",498795831
49,+4,Ravyn Lenae,Love Me Not,,36,49,,1953044,"+40,482",12485289,"+236,417",56120664
50,+5,Coldplay,Yellow,,1577,15,,1931714,"+52,988",13301895,"+14,583",2234119648
51,-2,Fuerza Regida,ME JALO,Grupo Frontera,118,38,,1929633,"+2,257",13416650,"-27,495",229802752
52,-1,d4vd,Feel It,,85,51,,1912813,"-8,978",12882664,"+42,493",140523131
53,+3,Teddy Swims,Bad Dreams,,172,41,,1894477,"+20,935",13329745,"+20,211",306045998
54,+4,Fuerza Regida,Por Esos Ojos,,71,34,,1890154,"+49,343",12821404,"-27,180",139331082
55,-1,FloyyMenor,Gata Only,Cris Mj,437,2,1,1882740,+943,13272261,"+43,512",1529419868
56,-6,"Tyler, The Creator",See You Again,Kali Uchis,781,13,,1873563,"-49,410",13027692,"+92,272",1540914695
57,+6,Neton Vega,Loco,,118,14,,1864344,"+74,876",13042111,"-105,241",310264350
58,-1,Hozier,Too Sweet,,398,2,10,1857249,"+11,995",12931913,"+1,434",1425257447
59,+7,Tito Double P,TATTOO,,55,21,,1855925,"+91,567",12851094,"-27,067",122638630
60,+7,Bad Bunny,VOY A LLeVARTE PA PR,,109,7,,1851639,"+95,951",12802200,"-70,097",360891042
61,+8,Rauw Alejandro,Qué Pasaría...,Bad Bunny,160,13,,1844310,"+116,159",12170587,"+96,658",414786479
62,-2,Tate McRae,Revolving door,,62,18,,1840555,"+16,494",12052734,"+244,407",136977793
63,+2,Ariana Grande,we can't be friends (wait for your love),,412,1,13,1833661,"+60,909",12370261,"+19,087",1347930164
64,-2,Bad Bunny,NUEVAYoL,,109,5,,1829570,"+27,865",13114352,"-154,196",415263624
65,-4,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",109,8,,1826779,"+20,406",12630194,"-17,773",324140824
66,-14,Sabrina Carpenter,Please Please Please,,321,1,19,1809411,"-104,010",12890177,"-72,107",1373055710
67,-3,Beéle,Mi Refe,Ovy On The Drums,112,52,,1800618,"+21,048",12017098,"+30,550",211685907
68,+7,Coldplay,Viva La Vida,,999,27,,1769063,"+73,929",12320216,"+34,487",1556767165
69,-10,Lil Tecca,Dark Thoughts,,41,18,,1758240,"-68,058",12573987,"-137,638",97199459
70,+2,Esau Ortiz,Triple Lavada,,16,70,,1752736,"+33,970",11338959,"+224,660",24496750
71,=,Neton Vega,M&M,,62,53,,1750965,"+26,427",12309914,"-67,978",106874729
72,+24,Bruno Mars,Locked out of Heaven,,1273,21,,1749461,"+232,329",11187232,"+142,837",1565575057
73,+4,Arctic Monkeys,505,,1207,40,,1738681,"+53,128",11762643,"+96,552",1697185794
74,-6,Ariana Grande,twilight zone,,27,3,1,1718308,"-30,600",12168078,"-252,316",71931610
75,+12,Charli xcx,party 4 u,,3,75,,1711351,"+132,639",4547589,"+1,711,351",4547589
76,-2,Bruno Mars,Just the Way You Are,,887,27,,1705342,"+7,691",11645224,"+80,120",1231184440
77,-4,Shaboozey,A Bar Song (Tipsy),,374,5,,1703828,"+1,157",11959385,"+37,747",1207531489
78,+3,Lady Gaga,Poker Face,,90,64,,1687306,"+61,767",11779074,"-38,634",121491495
79,-3,Djo,End of Beginning,,432,1,3,1686657,"-6,958",10899154,"+105,687",1379854633
80,=,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,348,1,1,1686492,"+34,057",11546849,"+128,185",1035943027
81,-11,Benson Boone,Sorry I'm Here For Someone Else,,42,70,,1676376,"-49,208",11619108,"+26,176",62466666
82,+2,Los Dareyes De La Sierra,Vita Fer,Tito Double P,19,82,,1661029,"+52,704",10696416,"+231,527",26464741
83,-4,Jung Kook,Seven,Latto,649,1,71,1657167,"-8,476",11207687,"+17,726",2083927937
84,-2,Morgan Wallen,I Ain't Comin' Back,Post Malone,6,18,,1647125,"+34,439",10913808,"+1,647,125",10913808
85,+4,Gracie Abrams,"I Love You, I'm Sorry",,268,15,,1640360,"+78,584",10591929,"+69,984",583621896
86,-8,Sabrina Carpenter,Busy Woman,,69,11,,1639320,"-35,548",11488281,"-123,817",143340408
87,+5,Tate McRae,greedy,,542,1,34,1609525,"+60,822",10500306,"+73,387",1672569347
88,-2,Clave Especial,COMO CAPO,Fuerza Regida,23,77,,1595120,"-6,506",10919484,"+33,335",34970664
89,+5,The Weeknd,Starboy,Daft Punk,1763,1,40,1588933,"+53,921",10770155,"+64,745",3049147883
90,+1,Radiohead,Creep,,510,84,,1576174,"+18,302",10690909,"+65,375",682294318
91,-3,Maanu,Jhol,Annural Khalid,26,77,,1570687,-31,10991384,"-19,381",38191922
92,+1,Chrystal,The Days - NOTION Remix,NOTION,108,49,,1567729,"+25,841",10542390,"+40,305",181229440
93,-3,Cigarettes After Sex,Apocalypse,,987,52,,1557210,"-1,009",10482210,"+111,705",1363014791
94,-9,Raim Laode,Lesung Pipi,,11,72,,1541131,"-60,665",10718561,"+121,195",16436392
95,-12,Bruno Mars,When I Was Your Man,,1203,28,,1515614,"-94,031",9528277,"+216,211",1290420053
96,+21,Arctic Monkeys,No. 1 Party Anthem,,164,70,,1502776,"+117,986",9912078,"+54,893",258455293
97,+11,OneRepublic,Counting Stars,,2171,31,,1491685,"+54,369",10072139,"+99,316",1916123973
98,+7,Empire Of The Sun,We Are The People,,47,89,,1480911,"+28,024",9785805,"+95,019",64287338
99,-2,Imogen Heap,Headlock,,111,63,,1472777,"-38,688",10357564,"-50,233",176549283
100,+2,Charli xcx,Guess featuring billie eilish,Billie Eilish,256,3,1,1470094,"-1,142",9893932,"-21,939",560560569
101,+12,Linkin Park,Numb,,405,12,,1458487,"+50,444",9583470,"+23,499",605399216
102,+5,Vance Joy,Riptide,,2256,16,,1455929,"+7,900",10053579,"+61,123",2168453403
103,=,Oscar Maydon,Amigos? No.,Neton Vega,43,88,,1448965,"-14,399",9484653,"+122,176",59953825
104,+5,Billie Eilish,CHIHIRO,,340,3,1,1445719,"+21,491",9564284,"+45,600",774626215
105,-5,Coldplay,The Scientist,,649,79,,1437868,"-59,042",9978976,"-66,397",446885408
106,+26,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",993,57,,1436856,"+99,781",9484408,"+103,458",1247254517
107,-1,Kushagra,Finding Her,Bharath,16,89,,1428470,"-24,052",10024990,"-11,321",22699083
108,-10,One Direction,Night Changes,,1106,6,,1426694,"-81,114",9444992,"+128,199",1370378134
109,+2,Tom Odell,Another Love,,1468,11,,1426479,"+9,932",9730811,"+61,989",2546506848
110,-9,Selena Gomez,Ojos Tristes,benny blanco,33,54,,1420893,"-55,572",9912379,"-152,802",55843509
111,+5,Keane,Somewhere Only We Know,,863,63,,1416548,"+28,208",9133739,"+95,385",1125195578
112,-17,Ed Sheeran,Shape of You,,2489,1,98,1414344,"-110,878",9856659,"+147,487",3730242847
113,-9,j-hope,MONA LISA,,34,12,,1411971,"-43,892",10122992,"-212,613",69295394
114,-15,Gabito Ballesteros,7 Dias,Tito Double P,83,15,,1411266,"-88,647",10618613,"-166,455",180024057
115,=,Lady Gaga,Judas,,10,110,,1408527,"+17,455",9332527,"+52,902",13304037
116,+23,Hozier,Take Me To Church,,2005,1,30,1408501,"+87,552",9182520,"+153,733",1881905836
117,-7,SZA,Snooze,,797,25,,1403924,"-16,689",9274705,"+106,827",1423112072
118,+13,Clave Especial,TU TU TU,Edgardo Nuñez,12,104,,1403648,"+64,246",9111405,"+97,181",15554430
119,+4,The Weeknd,Blinding Lights,,1969,1,82,1396825,"+37,344",9664844,"+55,314",4717641459
120,-8,Ed Sheeran,Perfect,,2744,3,1,1395401,"-14,580",9519439,"+84,666",3074238276
121,+38,Fourtwnty,Mangu,Charita Utami,4,121,,1389718,"+133,863",5010406,"+1,389,718",5010406
122,-3,Leon Thomas,MUTT,,19,112,,1383959,"+5,290",9347571,"+39,433",24626004
123,+3,Don Omar,Danza Kuduro,Lucenzo,484,79,,1382030,"+29,354",9619011,"+56,882",652931547
124,+32,Addison Rae,Headphones On,,5,124,,1381624,"+117,899",6245543,"+1,381,624",6245543
125,-4,Rauw Alejandro,Khé?,Romeo Santos,160,21,,1381546,"+13,346",9226011,"+2,144",352734927
126,+10,Feid,LUNA,ATL Jacob,506,7,,1379007,"+50,675",8981762,"+70,151",1235104694
127,-13,The Chainsmokers,Something Just Like This,Coldplay,1781,2,14,1377208,"-15,401",9805351,"-27,475",2147559849
128,-8,Bad Bunny,KLOuFRENS,,109,18,,1364213,"-12,835",8989244,"+74,186",220698259
129,+19,Don Toliver,No Pole,,162,58,,1362700,"+73,104",9294999,"-6,040",263974801
130,+7,Natasha Bedingfield,Unwritten,,368,14,,1360801,"+37,215",9313180,"+40,754",683755616
131,-9,Ed Sheeran,Photograph,,2028,13,,1360524,"-7,001",8821158,"+151,275",1466478452
132,-3,Jin,Running Wild,,160,6,,1357056,"+10,442",9632077,"+76,301",335715618
133,+8,Lana Del Rey,Summertime Sadness,,850,74,,1356464,"+49,480",8787975,"+178,744",1109634180
134,+13,Linkin Park,In the End,,684,8,,1354149,"+58,848",8756742,"+62,042",896668048
135,+3,Tito Double P,DOS DÍAS,Peso Pluma,236,24,,1353637,"+31,012",9056452,"+228,063",460722543
136,+21,Oscar Maydon,Tu Boda,Fuerza Regida,204,4,,1350702,"+90,159",8953855,"+44,569",555844434
137,-13,Fleetwood Mac,Dreams - 2004 Remaster,,674,17,,1348867,"-6,910",9790208,"+118,801",745114343
138,+25,Nirvana,Smells Like Teen Spirit - Remastered,,399,98,,1346588,"+99,098",8826465,"+104,830",379128966
139,-21,"Tyler, The Creator",Like Him,Lola Young,178,20,,1343256,"-41,381",9588411,"-58,846",394316873
140,-7,Taylor Swift,Cruel Summer,,807,2,18,1342863,"+7,824",9406546,"-17,418",2413726818
141,-13,JENNIE,ExtraL,Doechii,62,18,,1332912,"-15,846",9177944,"-69,967",123148590
142,-15,The Weeknd,Die For You,,1208,9,,1330338,"-18,688",9214938,"+62,282",2146943555
143,+3,Kendrick Lamar,Money Trees,Jay Rock,470,31,,1324409,"+26,807",8856418,"+67,760",600694324
144,-1,Bruno Mars,That's What I Like,,991,5,,1323799,"+18,531",9041249,"+43,416",1377200721
145,+6,The Killers,Mr. Brightside,,1352,59,,1314708,"+32,390",8911900,"+85,940",1129233432
146,+7,Lady Gaga,Just Dance,Colby O'Donis,12,128,,1314179,"+40,419",8815051,"+107,652",15014086
147,-22,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",253,58,,1306704,"-48,938",9303208,"+17,013",355947395
148,+16,Fuerza Regida,COQUETA,Grupo Frontera,5,148,,1299768,"+53,254",6052083,"+1,299,768",6052083
149,-19,Ed Sheeran,Azizam,,16,27,,1297230,"-45,593",4725743,"-637,978",32827297
150,-5,Doechii,DENIAL IS A RIVER,,111,16,,1297011,"-2,193",8926788,"-27,502",251158987
151,+14,Rihanna,Breakin' Dishes,,118,85,,1290208,"+46,539",8662162,+905,175852113
152,+39,Neton Vega,Chiquita,Tito Double P,16,152,,1288145,"+113,256",6986537,"+1,288,145",19097170
153,-13,Sachet-Parampara,"Raanjhan (From ""Do Patti"")","Parampara Tandon, Kausar Munir",35,81,,1287879,"-32,224",9289292,"-224,517",49056540
154,-4,Teddy Swims,The Door,,222,88,,1281126,"-6,491",8934503,"+29,270",308429948
155,+12,Gorillaz,Feel Good Inc,,145,94,,1280876,"+44,965",8406985,"+92,155",201829626
156,+6,d4vd,Here With Me,,501,13,,1279476,"+31,333",3721132,"+1,279,476",903211069
157,+4,Benson Boone,Slow It Down,,341,26,,1279153,"+29,909",7531913,"+4,824",669751967
158,-3,Harry Styles,As It Was,,1110,1,81,1275616,"+11,814",8631782,"+83,204",3778799137
159,-17,Afusic,Pal Pal,AliSoomroMusic,8,128,,1270511,"-35,418",8793747,"+72,990",9991268
160,+11,Evanescence,Bring Me To Life,,21,123,,1267408,"+40,183",6021939,"+98,385",26417276
161,+19,The Chainsmokers,Closer,Halsey,1545,1,82,1262202,"+64,410",4688866,"+139,257",1938672494
162,-8,Journey,Don't Stop Believin' (2022 Remaster),,336,61,,1261323,"-3,051",9024553,"+62,910",502257752
163,+5,Chase Atlantic,Swim,,200,46,,1253026,"+22,390",8729205,"-18,588",292568982
164,+31,Tito Double P,NADIE,,153,32,,1248688,"+78,348",8456923,"-23,245",295400356
165,-7,Frank Ocean,Pink + White,,708,52,,1241730,"-14,261",8293291,"+76,815",1020932206
166,+21,Billie Eilish,lovely,Khalid,2532,19,,1238664,"+53,433",8274915,"+74,268",3158827052
167,+10,Lady Gaga,Bad Romance,,12,118,,1238149,"+28,458",8732307,"-43,060",14315707
168,-24,Xavi,En Privado,Manuel Turizo,35,77,,1234642,"-66,473",9032331,"-156,009",49991041
169,-34,The Walters,I Love You So,,1066,18,,1231516,"-97,145",8604517,"-49,787",1520621276
170,RE,Kendrick Lamar,HUMBLE.,,789,1,7,1229316,,2438373,"+89,206",1159110329
171,-37,Danny Ocean,Imagínate,Kapo,118,37,,1229295,"-101,580",8610525,"-69,927",192791433
172,+12,Coldplay,A Sky Full of Stars,,938,10,,1228930,"+33,699",8707386,"-40,009",644574068
173,RE,Eminem,Without Me,,1385,29,,1227808,,5881263,"+42,996",1722759465
174,-2,Tito Double P,ROSONES,,139,16,,1221467,"-5,082",8601071,"-87,704",300365873
175,+4,Maroon 5,Payphone,Wiz Khalifa,423,63,,1213338,"+13,362",5871803,"+27,528",393910830
176,+20,Lana Del Rey,Young And Beautiful,,88,120,,1213151,"+43,386",7018810,"+17,054",105558709
177,+5,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2205,1,16,1212807,"+15,839",7068105,"+73,911",3488058415
178,-26,Malcolm Todd,Chest Pain (I Love),,23,53,,1209819,"-71,230",9263545,"-280,792",34587133
179,-19,V,Winter Ahead,Park Hyo Shin,146,15,,1204945,"-46,196",8726281,"-65,133",264287157
180,-11,Earl Agustin,Tibok,,41,42,,1204742,"-25,334",7298574,"-167,046",67100752
181,NEW,Blood Orange,Champagne Coast,,1,181,,1203817,,1203817,"+1,203,817",1203817
182,-33,Tyla,PUSH 2 START,,94,52,,1203058,"-85,909",7237715,"+32,360",150105230
183,-10,Benson Boone,In The Stars,,213,49,,1201754,"-22,003",4955163,"-37,079",245382034
184,+10,Alex Warren,Carry You Home,,82,85,,1199894,"+29,097",4831842,"+46,125",110651136
185,RE,Nirvana,Come As You Are - Remastered,,7,181,,1193457,,5859800,"+1,193,457",8260619
186,+6,Arctic Monkeys,Do I Wanna Know?,,1338,69,,1192172,"+20,003",4709586,"+34,742",1104294918
187,RE,The Kid LAROI,NIGHTS LIKE THIS,,258,34,,1191524,,1191524,"+1,191,524",489535665
188,=,Morgan Wallen,Just In Case,,34,83,,1190949,"+6,787",8858802,"-135,742",47545591
189,-3,DJ Snake,Let Me Love You,Justin Bieber,517,2,7,1190105,"+2,351",4652225,"+1,190,105",900130804
190,-12,Playboi Carti,RATHER LIE,The Weeknd,41,3,1,1185671,"-15,097",8471086,"-140,145",102418739
191,RE,Cigarettes After Sex,Cry,,107,118,,1183374,,2318511,"+1,183,374",140649333
192,-22,Katy Perry,Last Friday Night (T.G.I.F.),,15,142,,1181094,"-47,982",8518386,"+63,778",18377609
193,-10,SZA,Saturn,,344,12,,1179241,"-16,262",2374744,"+1,179,241",712586691
194,-9,Travis Scott,FE!N,,575,3,1,1177207,"-15,632",6942001,"+59,959",1191861917
195,-6,Twenty One Pilots,Stressed Out,,892,5,,1177096,"-4,587",7005399,"+54,176",894673855
196,RE,Olivia Rodrigo,traitor,,584,7,,1176650,,1176650,"+1,176,650",1033099200
197,-4,Coldplay,Sparks,,247,82,,1174735,"+3,086",6952938,"-7,781",312335827
198,RE,Victor Valverde,El Mayor De Los Ranas,JR Torres,60,88,,1169341,,7297755,"-104,203",84316129
199,-18,BigXthaPlug,All The Way,Bailey Zimmerman,20,69,,1166355,"-31,168",8579201,"-18,521",25882624
200,-26,Sabrina Carpenter,Bed Chem,,242,9,,1162988,"-59,591",8369639,"-94,104",543108018
