Position,Change,Artist,Title,Feat Artist,Days,Peak,Multiplier,Streams,Streams Change,7-Day Streams,7-Day Change,Total Streams
20,-4,Jimin,Who,,286,1,20,2820510,"-82,108",20124079,"-85,880",1522008029
21,+4,Bad Bunny,BAILE INoLVIDABLE,,116,3,1,2732099,"+60,326",18905304,"-50,312",528359352
22,-1,The Weeknd,Timeless,Playboi Carti,216,2,1,2720182,"-69,042",18944760,"-79,532",800067278
23,+17,The Weeknd,One Of The Girls,"JENNIE, Lily-Rose Depp",571,2,2,2658995,"+390,371",17105239,"+70,587",1705244055
24,+7,Kendrick Lamar,All The Stars,SZA,692,2,14,2642764,"+255,450",17379307,"+82,802",1232358175
25,-3,Drake,NOKIA,,76,15,,2637674,"-108,975",18792233,"-10,560",205176921
26,-6,NIKI,You'll Be in My Heart - Spotify Singles,,39,15,,2605239,"-190,213",19327838,"-270,647",87083145
27,-3,Lorde,What Was That,,7,5,,2518532,"-190,409",21023956,"+2,518,532",21023956
28,=,Teddy Swims,Lose Control,,532,5,,2504382,"-67,031",17470980,-48,1656512026
29,+8,Chappell Roan,"Good Luck, Babe!",,387,5,,2497214,"+145,001",17333375,"-12,317",1463926121
30,-4,Neton Vega,Morena,Peso Pluma,75,24,,2485178,"-164,623",17399641,"-4,287",157455186
31,+1,Ravyn Lenae,Love Me Not,,43,31,,2480810,"+100,260",15265333,"+527,766",71385997
32,-3,Jombriel,VITAMINA,"DFZM, Jøtta",55,24,,2461997,"+15,005",17167366,"+69,604",107794883
33,=,Kendrick Lamar,Not Like Us,,360,1,10,2454483,"+84,802",16982949,"-38,147",1428325298
34,+2,The Marías,No One Noticed,,173,32,,2375786,"+8,869",15709372,"+116,011",309370618
35,-8,The Goo Goo Dolls,Iris,,594,27,,2367552,"-213,615",16645617,"-67,035",971676472
36,-6,sombr,undressed,,35,30,,2354908,"-41,633",15748628,"+179,107",62628826
37,+1,Bad Bunny,EoO,,116,9,,2343926,"+17,804",16323531,"-67,232",344551853
38,-4,Tate McRae,Sports car,,97,14,,2316699,"-52,360",16989162,"-505,505",276784120
39,+4,ATLXS,PASSO BEM SOLTO - Slowed,,35,38,,2303763,"+110,815",15480323,"+161,387",66363064
40,+9,Alleh,capaz (merengueton),Yorghaki,130,34,,2286655,"+200,435",14984964,"+162,082",281673598
41,=,Chappell Roan,Pink Pony Club,,257,18,,2268567,"+50,646",16017863,"-21,259",504502990
42,-7,Lord Huron,The Night We Met,,1003,15,,2245403,"-123,221",15615255,"-14,599",1775869791
43,+12,Clave Especial,TU TU TU,Edgardo Nuñez,19,43,,2234946,"+229,843",12250379,"+831,298",27804809
44,+3,KAROL G,Si Antes Te Hubiera Conocido,,314,4,,2227853,"+126,228",14855765,"+104,897",1154995966
45,-3,Fuerza Regida,ME JALO,Grupo Frontera,125,38,,2224157,"+16,809",14298141,"+294,524",244100893
46,-7,Arctic Monkeys,I Wanna Be Yours,,1029,11,,2212459,"-102,027",15547609,"-57,147",2469617219
47,-2,Fuerza Regida,Por Esos Ojos,,78,34,,2191114,"+18,340",13798840,"+300,960",153129922
48,-2,Charli xcx,party 4 u,,10,46,,2184741,"+59,003",13991184,"+473,390",18538773
49,-5,The Neighbourhood,Sweater Weather,,1795,14,,2149750,"-29,488",14799167,"-43,483",3116435875
50,+9,Clave Especial,COMO CAPO,Fuerza Regida,30,50,,2110910,"+160,167",12429024,"+515,790",47399688
51,+18,The Police,Every Breath You Take,,1294,34,,2100672,"+237,218",13803538,"+41,505",1570951433
52,-2,Los Dareyes De La Sierra,Vita Fer,Tito Double P,26,49,,2068864,"+9,361",13469460,"+407,835",39934201
53,+3,Sabrina Carpenter,Taste,,251,2,3,2031865,"+49,915",14580512,"-53,801",990837118
54,-1,Coldplay,Yellow,,1584,15,,2015150,"-27,147",13401891,"+83,436",2247521539
55,+7,FloyyMenor,Gata Only,Cris Mj,444,2,1,2002357,"+75,605",13424324,"+119,617",1542844192
56,-8,Cup of Joe,Multo,,26,24,,2001332,"-88,886",15164483,"-396,983",59142657
57,+4,Neton Vega,Loco,,125,14,,1956652,"+18,216",13116999,"+92,308",323381349
58,+5,Teddy Swims,Bad Dreams,,179,41,,1945198,"+26,422",13406626,"+50,721",319452624
59,+15,Hozier,Too Sweet,,405,2,10,1936207,"+104,030",13150698,"+78,958",1438408145
60,-8,yung kai,blue,,151,22,,1934819,"-121,817",14141144,"-44,742",354514465
61,+4,Kendrick Lamar,tv off,Lefty Gunplay,159,5,,1917999,"+24,775",13235424,"-55,952",512031255
62,+5,d4vd,Feel It,,92,43,,1911366,"+25,815",13702519,"-1,447",154225650
63,+16,Ed Sheeran,Azizam,,23,27,,1892006,"+133,288",11768411,"+594,776",44595708
64,-6,Bad Bunny,NUEVAYoL,,116,5,,1876928,"-85,669",13190172,"+47,358",428453796
65,+3,Fourtwnty,Mangu,Charita Utami,11,63,,1874604,"-1,863",11796490,"+484,886",16806896
66,+4,Bad Bunny,VeLDÁ,"Omar Courtz, Dei V",116,8,,1870982,"+11,413",12765319,"+44,203",336906143
67,-13,Tate McRae,Revolving door,,69,18,,1869423,"-152,442",13145722,"+28,868",150123515
68,-8,Tito Double P,TATTOO,,62,21,,1868640,"-77,776",12980811,"+12,715",135619441
69,-12,Coldplay,Viva La Vida,,1006,27,,1867806,"-105,650",12728339,"+98,743",1569495504
70,+3,Benson Boone,Sorry I'm Here For Someone Else,,49,58,,1861467,"+17,802",12702057,"+185,091",75168723
71,-20,"Tyler, The Creator",See You Again,Kali Uchis,788,13,,1840454,"-217,658",13462117,"-33,109",1554376812
72,-1,Rauw Alejandro,Qué Pasaría...,Bad Bunny,167,13,,1829868,"-24,651",12631365,"-14,442",427417844
73,-9,Beéle,Mi Refe,Ovy On The Drums,119,52,,1822289,"-74,397",12542660,"+21,671",224228567
74,+1,Bruno Mars,Just the Way You Are,,894,27,,1817716,"-14,414",12232731,"+112,374",1243417171
75,+2,Esau Ortiz,Triple Lavada,,23,69,,1816436,"+12,291",12463765,"+63,700",36960515
76,+23,Lady Gaga,Poker Face,,97,64,,1814127,"+247,553",11472816,"+126,821",132964311
77,+8,Chrystal,The Days - NOTION Remix,NOTION,115,49,,1813853,"+114,901",11675059,"+246,124",192904499
78,+4,Shaboozey,A Bar Song (Tipsy),,381,5,,1813127,"+83,184",12387898,"+109,299",1219919387
79,-3,Arctic Monkeys,505,,1214,40,,1781953,"-41,368",12305660,"+43,272",1709491454
80,=,Ariana Grande,we can't be friends (wait for your love),,419,1,13,1780978,"+45,303",12430795,"-52,683",1360360959
81,-15,Neton Vega,M&M,,69,53,,1768523,"-122,895",12483560,"+17,558",119358289
82,-4,Bad Bunny,VOY A LLeVARTE PA PR,,116,7,,1762844,"-4,981",12224474,"-88,795",373115516
83,=,Sabrina Carpenter,Please Please Please,,328,1,19,1746021,"+22,479",12430474,"-63,390",1385486184
84,-12,Lil Tecca,Dark Thoughts,,48,18,,1734482,"-110,521",12540731,"-23,758",109740190
85,-4,Bruno Mars,Locked out of Heaven,,1280,21,,1724443,"-5,589",11687220,"-25,018",1577262277
86,+15,The Weeknd,Starboy,Daft Punk,1770,1,40,1687602,"+152,798",11094248,"+98,669",3060242131
87,-1,Radiohead,Creep,,517,84,,1683011,"+1,183",11159854,"+106,837",693454172
88,+3,Jung Kook,Seven,Latto,656,1,71,1662648,"+24,577",11576038,"+5,481",2095503975
89,+1,Fuerza Regida,COQUETA,Grupo Frontera,12,88,,1652880,"-4,126",10255543,"+353,112",16307626
90,-6,Sabrina Carpenter,Busy Woman,,76,11,,1647285,"-55,402",11306949,"+7,965",154647357
91,-2,Djo,End of Beginning,,439,1,3,1611340,"-48,251",11439124,"-75,317",1391293757
92,+40,Don Omar,Danza Kuduro,Lucenzo,491,79,,1597095,"+213,270",10297967,"+215,065",663229514
93,+31,OneRepublic,Counting Stars,,2178,31,,1595817,"+197,834",10355761,"+104,132",1926479734
94,-1,Maanu,Jhol,Annural Khalid,33,77,,1593092,"-27,703",11061005,"+22,405",49252927
95,-8,Benson Boone,Mystical Magical,,6,40,,1592192,"-75,893",9928658,"+1,592,192",9928658
96,+10,Post Malone,I Had Some Help (Feat. Morgan Wallen),Morgan Wallen,355,1,1,1583022,"+74,485",11036535,"-103,470",1046979562
97,+33,Lady Gaga,Judas,,17,97,,1570990,"+186,075",9548109,"+162,463",22852146
98,+5,Gracie Abrams,"I Love You, I'm Sorry",,275,15,,1540837,"+10,745",10794781,"-99,523",594416677
99,+15,Macklemore & Ryan Lewis,Can't Hold Us,"Macklemore, Ryan Lewis, Ray Dalton",1000,57,,1539406,"+95,115",10056095,"+102,550",1257310612
100,-2,Oscar Maydon,Amigos? No.,Neton Vega,50,88,,1535226,"-39,483",10708299,"+86,261",70662124
101,+3,Tom Odell,Another Love,,1475,11,,1529437,"+19,339",10463400,"+102,958",2556970248
102,+7,Coldplay,The Scientist,,656,79,,1527531,"+27,720",9950616,"+89,663",456836024
103,+28,Empire Of The Sun,We Are The People,,54,89,,1524045,"+139,952",9759921,"+43,134",74047259
104,+6,Kushagra,Finding Her,Bharath,23,89,,1508647,"+9,644",9978182,"+80,177",32677265
105,+29,Keane,Somewhere Only We Know,,870,63,,1508199,"+135,960",9843839,"+91,651",1135039417
106,-18,Tate McRae,greedy,,549,1,34,1505956,"-154,504",10824852,"-103,569",1683394199
107,-11,Cigarettes After Sex,Apocalypse,,994,52,,1494646,"-85,808",10487444,"-62,564",1373502235
108,-1,Linkin Park,Numb,,412,12,,1485764,"-19,309",10122530,"+27,277",615521746
109,+30,The Weeknd,Blinding Lights,,1976,1,82,1485652,"+123,070",9873980,"+88,827",4727515439
110,+16,Billie Eilish,CHIHIRO,,347,3,1,1476531,"+79,144",9850290,"+30,812",784476505
111,+38,Chuyin,Pika Pika,"Fuerza Regida, Jorsshh, Calle 24",77,71,,1473460,"+160,620",5310839,"+1,473,460",113228396
112,-20,The Chainsmokers,Something Just Like This,Coldplay,1788,2,14,1469538,"-157,715",10364660,"+92,330",2157924509
113,-16,Gabito Ballesteros,7 Dias,Tito Double P,90,15,,1463494,"-115,694",10802955,"+52,228",190827012
114,-2,Vance Joy,Riptide,,2263,16,,1452959,"+2,015",10186748,"-2,970",2178640151
115,+3,Raim Laode,Lesung Pipi,,18,72,,1451643,"+26,922",10135192,"-89,488",26571584
116,+20,Pitbull,Give Me Everything,"Ne-Yo, AFROJACK, Nayer",260,58,,1450387,"+78,988",9800131,"+143,683",365747526
117,+4,Bruno Mars,When I Was Your Man,,1210,28,,1443384,"+33,852",9714649,"-72,230",1300134702
118,-13,Imogen Heap,Headlock,,118,63,,1442503,"-66,965",10347039,"-30,274",186896322
119,-19,Ariana Grande,twilight zone,,34,3,1,1431433,"-103,918",10415598,"-286,875",82347208
120,-4,Xavi,En Privado,Manuel Turizo,42,77,,1429025,"+2,738",9590901,"+194,383",59581942
121,-13,Arctic Monkeys,No. 1 Party Anthem,,171,70,,1421230,"-83,235",10220700,"-81,546",268675993
122,+37,Nirvana,Smells Like Teen Spirit - Remastered,,406,98,,1421111,"+159,526",9180461,"+74,523",388309427
123,-21,One Direction,Night Changes,,1113,6,,1418483,"-112,928",10058732,"-8,211",1380436866
124,+21,Hozier,Take Me To Church,,2012,1,30,1407724,"+69,051",9505651,-777,1891411487
125,+49,Lady Gaga,Bad Romance,,19,118,,1403850,"+185,998",8549461,"+165,701",22865168
126,+14,Taylor Swift,Cruel Summer,,814,2,18,1400190,"+43,484",9620102,"+57,327",2423346920
127,-14,"Tyler, The Creator",Like Him,Lola Young,185,20,,1400117,"-47,378",9604918,"+56,861",403921791
128,-6,Linkin Park,In the End,,691,8,,1398393,"-9,807",9478652,"+44,244",906146700
129,RE,J Balvin,LA CANCIÓN,Bad Bunny,805,16,,1396550,,6323072,"+1,396,550",989983191
130,+41,Kendrick Lamar,Money Trees,Jay Rock,477,31,,1393036,"+171,641",8922269,"+68,627",609616593
131,-11,Fleetwood Mac,Dreams - 2004 Remaster,,681,17,,1389212,"-22,538",9714240,"+40,345",754828583
132,+67,Feid,LUNA,ATL Jacob,512,7,,1380324,"+218,020",7723592,"+1,317",1242828286
133,-38,Ed Sheeran,Perfect,,2751,3,1,1377809,"-214,205",10110531,"-17,592",3084348807
134,+33,The Killers,Mr. Brightside,,1359,59,,1372923,"+129,015",9011790,"+58,215",1138245222
135,-16,Natasha Bedingfield,Unwritten,,375,14,,1364959,"-51,792",9477346,"+4,158",693232962
136,RE,Maroon 5,Payphone,Wiz Khalifa,428,63,,1363984,,6058505,"+150,646",399969335
137,-14,Charli xcx,Guess featuring billie eilish,Billie Eilish,263,3,1,1362504,"-41,560",9942545,"-107,590",570503114
138,+55,Lana Del Rey,Summertime Sadness,,857,74,,1357336,"+182,346",8943483,+872,1118577663
139,+50,Lady Gaga,Just Dance,Colby O'Donis,19,128,,1353461,"+174,793",8994363,"+39,282",24008449
140,+14,Neton Vega,Chiquita,Tito Double P,23,139,,1351945,"+65,736",8940826,"+63,800",28037996
141,-12,Ed Sheeran,Photograph,,2035,13,,1351453,"-37,366",9245615,"-9,071",1475724067
142,+21,The Weeknd,Die For You,,1215,9,,1347104,"+93,708",9160215,"+16,766",2156103770
143,-49,Ed Sheeran,Shape of You,,2496,1,98,1344654,"-260,249",10466268,"-69,690",3740709115
144,+32,WizTheMc,Show Me Love,"bees & honey, Tyla",2,144,,1343139,"+129,011",2557267,"+1,343,139",2557267
145,-28,Don Toliver,No Pole,,169,58,,1339219,"-86,301",9301447,"-23,481",273276248
146,-13,Rauw Alejandro,Khé?,Romeo Santos,167,21,,1322787,"-55,033",9390071,"-58,759",362124998
147,-22,Harry Styles,As It Was,,1117,1,81,1321157,"-76,580",9135413,"+45,541",3787934550
148,-20,Morgan Wallen,I Ain't Comin' Back,Post Malone,13,18,,1319328,"-73,512",10026052,"-327,797",20939860
149,+20,Adam Port,Move,"Stryv, Keinemusik, Orso, Malachiii",182,17,,1317290,"+84,170",3761609,"+1,317,290",374955286
150,+31,Evanescence,Bring Me To Life,,27,123,,1313352,"+113,222",7510522,"+45,944",33927798
151,+32,Katy Perry,Last Friday Night (T.G.I.F.),,22,139,,1305243,"+111,245",8953798,"+124,149",27331407
152,-17,Bad Bunny,KLOuFRENS,,116,18,,1299933,"-71,876",9273436,"-64,280",229971695
153,-15,Danny Ocean,Imagínate,Kapo,125,37,,1299735,"-63,601",9049118,"+70,440",201840551
154,-17,Coldplay,A Sky Full of Stars,,944,10,,1298424,"-66,752",7748128,"+69,494",652322196
155,+42,HUGEL,I Adore You,"Topic, Arash, Daecolm",16,155,,1296541,"+132,899",4895043,"+1,296,541",20336925
156,-6,Teddy Swims,The Door,,229,88,,1296399,"-12,611",9023415,"+15,273",317453363
157,-10,Chase Atlantic,Swim,,207,46,,1290775,"-38,000",8942620,"+37,749",301511602
158,+33,Lorde,Ribs,,3,136,,1286715,"+109,867",3792918,"+1,286,715",3792918
159,-17,Journey,Don't Stop Believin' (2022 Remaster),,343,61,,1279863,"-72,399",9351684,"+18,540",511609436
160,-45,Bruno Mars,That's What I Like,,998,5,,1277581,"-160,939",9414069,"-46,218",1386614790
161,-50,SZA,Snooze,,804,25,,1273154,"-182,781",9661292,"-130,770",1432773364
162,-11,j-hope,MONA LISA,,41,12,,1271495,"-30,788",9117576,"-140,476",78412970
163,-1,Leon Thomas,MUTT,,26,106,,1270255,"+16,229",9128519,"-113,704",33754523
164,-16,Jin,Running Wild,,167,6,,1269141,"-46,108",9282006,"-87,915",344997624
165,-5,Afusic,Pal Pal,AliSoomroMusic,15,128,,1268691,"+7,767",8682619,"-1,820",18673887
166,+29,Eminem,Without Me,,1391,29,,1263236,"+90,667",7311341,"+35,428",1730070806
167,-24,Coldplay,Sparks,,251,82,,1259324,"-83,332",4946807,"+84,589",317282634
168,+30,Billie Eilish,lovely,Khalid,2539,19,,1255240,"+91,989",8479479,"+16,576",3167306531
169,-11,Selena Gomez,Ojos Tristes,benny blanco,40,54,,1253558,"-8,142",8918499,"-167,335",64762008
170,-9,Jessie Murph,Blue Strips,,3,161,,1252275,"-5,403",3728523,"+1,252,275",3728523
171,RE,d4vd,Here With Me,,507,13,,1244310,,7469090,"-35,166",910680159
172,RE,Avicii,Wake Me Up,,1120,4,,1244292,,2390459,"+1,244,292",807881168
173,+17,Rihanna,Breakin' Dishes,,125,85,,1243743,"+66,367",8725693,"-46,465",184577806
174,-9,Blood Orange,Champagne Coast,,4,165,,1239936,"-6,935",3706039,"+36,119",4909856
175,RE,Nirvana,Come As You Are - Remastered,,12,175,,1239502,,5996059,"+46,045",14256678
176,+12,Lana Del Rey,Young And Beautiful,,94,120,,1236156,"+51,909",7135864,"+23,005",112694573
177,-4,V,Winter Ahead,Park Hyo Shin,153,15,,1234045,"+15,165",8679092,"+29,100",272966249
178,RE,Rihanna,We Found Love,Calvin Harris,658,18,,1231256,,2484577,"+1,231,256",771500905
179,RE,DJ Snake,Let Me Love You,Justin Bieber,523,2,7,1229530,,7248176,"+39,425",907378980
180,-27,Benson Boone,Slow It Down,,348,26,,1226376,"-72,621",8766724,"-52,777",678518691
181,RE,Guns N' Roses,Sweet Child O' Mine,,163,94,,1220523,,7142453,"+1,220,523",157102787
182,-25,Tito Double P,DOS DÍAS,Peso Pluma,243,24,,1220435,"-56,211",9208013,"-133,202",469930556
183,-17,French Montana,Unforgettable,Swae Lee,859,3,8,1218925,"-27,767",4822138,"+1,218,925",1299843606
184,RE,Myles Smith,Stargazing,,290,14,,1217198,,3499395,"+1,217,198",667433850
185,-33,Oscar Maydon,Tu Boda,Fuerza Regida,211,4,,1214958,"-85,794",8944505,"-135,744",564788939
186,RE,Tears For Fears,Everybody Wants To Rule The World,,780,80,,1214380,,4716522,"+1,214,380",972410380
187,RE,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Swae Lee,2209,1,16,1213146,,4735274,+339,3492793689
188,-61,The Chainsmokers,Closer,Halsey,1552,1,82,1212952,"-180,878",8865583,"-49,250",1947538077
189,+5,Shakira,Hips Don't Lie,Wyclef Jean,198,63,,1211636,"+37,601",7192548,"+1,211,636",265820928
190,RE,Olivia Rodrigo,traitor,,587,7,,1204747,,3572143,"+28,097",1036671343
191,-23,Arctic Monkeys,Do I Wanna Know?,,1343,69,,1200465,"-35,735",6086706,"+8,293",1110381624
192,-36,Gorillaz,Feel Good Inc,,151,94,,1198619,"-78,698",7335212,"-82,257",209164838
193,+7,FloyyMenor,PELIGROSA,,224,23,,1197939,"+38,224",2357654,"+1,197,939",371720010
194,-15,JENNIE,ExtraL,Doechii,69,18,,1195852,"-10,310",8535488,"-137,060",131684078
195,-51,Frank Ocean,Pink + White,,715,52,,1193683,"-145,820",8528494,"-48,047",1029460700
196,RE,Nelly Furtado,Promiscuous,Timbaland,38,143,,1192850,,1192850,"+1,192,850",30139299
197,-42,Twenty One Pilots,Stressed Out,,897,5,,1191962,"-91,206",6222856,"+14,866",900896711
198,-52,James Arthur,Say You Won't Let Go,,2442,6,,1187897,"-143,987",4897890,"+1,187,897",2542914894
199,RE,Benson Boone,In The Stars,,214,49,,1186280,,1186280,"-15,474",246568314
200,-59,Tyla,PUSH 2 START,,101,52,,1185301,"-170,690",8711249,"-17,757",158816479
